Time,MM,DD,hh,T_dry,T_wb,w,P,RH,T_dp,ghi,dni,dhi,v_wind
2002/07/02 @ 14:00:00,7,2,14,31.9,25.64,0.018323394904819792,100.83,0.61,23.44,991.78,847,342,1.0
2002/07/02 @ 15:00:00,7,2,15,31.7,25.28,0.01780547444603106,100.78,0.6,22.98,697.85,798,206,1.5
2002/07/02 @ 16:00:00,7,2,16,31.1,24.76,0.017191976958191652,100.73,0.6,22.42,414.65,676,129,2.1
2002/07/02 @ 17:00:00,7,2,17,30.3,23.71,0.01584286032948977,100.68,0.58,21.13,207.62,551,98,2.5
2002/07/02 @ 18:00:00,7,2,18,29.3,23.71,0.016257242476664067,100.75,0.63,21.54,101.0,215,101,3.0
2002/07/02 @ 19:00:00,7,2,19,27.3,23.35,0.016546570605980315,100.83,0.72,21.82,0.0,0,0,3.3
2002/07/02 @ 20:00:00,7,2,20,26.1,22.98,0.016487018492279022,100.91,0.77,21.76,0.0,0,0,4.0
2002/07/02 @ 21:00:00,7,2,21,26.4,22.97,0.016342222598343375,100.99,0.75,21.62,0.0,0,0,3.2
2002/07/02 @ 22:00:00,7,2,22,26.0,23.04,0.016605700195868656,101.07,0.78,21.87,0.0,0,0,1.9
2002/07/02 @ 23:00:00,7,2,23,25.3,22.8,0.016541021826594737,101.14,0.81,21.81,0.0,0,0,0.8
2002/07/03 @ 00:00:00,7,3,0,25.2,23.11,0.017065865132639618,101.13,0.84,22.31,0.0,0,0,0.6
2002/07/03 @ 01:00:00,7,3,1,25.4,23.71,0.017910608420143227,101.12,0.87,23.08,0.0,0,0,0.4
2002/07/03 @ 02:00:00,7,3,2,25.1,23.95,0.018417075780073698,101.1,0.91,23.53,14.0,0,14,0.3
2002/07/03 @ 03:00:00,7,3,3,24.3,23.55,0.018127721594484048,101.08,0.94,23.28,0.0,0,0,0.3
2002/07/03 @ 04:00:00,7,3,4,24.0,23.38,0.01798973991953683,101.05,0.95,23.15,0.0,0,0,0.3
2002/07/03 @ 05:00:00,7,3,5,24.0,23.38,0.01798973991953683,101.03,0.95,23.15,0.0,0,0,0.3
2002/07/03 @ 06:00:00,7,3,6,24.0,23.51,0.0181846423420394,101.05,0.96,23.33,0.0,0,0,0.3
2002/07/03 @ 07:00:00,7,3,7,25.0,24.24,0.018926190976806485,101.06,0.94,23.97,51.15,25,45,0.3
