Time,MM,DD,hh,T_dry,T_wb,w,P,RH,T_dp,ghi,dni,dhi,v_wind
2002/01/02 @ 22:00:00,1,2,22,6.2,5.25,0.005126983573347343,102.89,0.87,4.21,0.0,0,0,3.2
2002/01/02 @ 23:00:00,1,2,23,5.2,4.43,0.004891552485909156,102.9,0.89,3.54,0.0,0,0,3.0
2002/01/03 @ 00:00:00,1,3,0,4.3,3.83,0.004799055887239218,102.82,0.93,3.27,0.0,0,0,3.1
2002/01/03 @ 01:00:00,1,3,1,4.1,3.57,0.004680370679767339,102.83,0.92,2.92,0.0,0,0,3.2
2002/01/03 @ 02:00:00,1,3,2,3.7,2.98,0.004400094409334528,102.86,0.89,2.05,0.0,0,0,3.2
2002/01/03 @ 03:00:00,1,3,3,2.9,1.94,0.003968437266139158,102.99,0.85,0.61,0.0,0,0,3.5
2002/01/03 @ 04:00:00,1,3,4,1.9,0.68,0.0034754176526599644,102.99,0.8,-1.04,0.0,0,0,3.4
2002/01/03 @ 05:00:00,1,3,5,1.3,-0.24,0.0030774116800589223,103.01,0.74,-2.49,0.0,0,0,3.4
2002/01/03 @ 06:00:00,1,3,6,1.1,-0.59,0.002909687348404659,102.98,0.71,-3.15,0.0,0,0,3.5
2002/01/03 @ 07:00:00,1,3,7,0.8,-0.97,0.0027665869683631077,102.92,0.69,-3.74,0.0,0,0,3.4
2002/01/03 @ 08:00:00,1,3,8,0.3,-1.58,0.002551423592861348,102.79,0.66,-4.69,2.0,0,2,3.5
2002/01/03 @ 09:00:00,1,3,9,0.1,-1.86,0.00243802877947935,102.84,0.64,-5.22,66.19,232,48,3.9
2002/01/03 @ 10:00:00,1,3,10,1.0,-1.09,0.0026027114381491157,102.71,0.64,-4.46,157.91,423,82,4.6
2002/01/03 @ 11:00:00,1,3,11,2.3,-0.1,0.0027683713192628405,102.76,0.62,-3.74,204.11,408,103,5.2
2002/01/03 @ 12:00:00,1,3,12,3.6,0.76,0.002840235204911479,102.47,0.58,-3.43,207.47,285,128,5.2
2002/01/03 @ 13:00:00,1,3,13,4.1,1.19,0.002942485074893588,102.26,0.58,-3.02,191.54,235,128,5.3
2002/01/03 @ 14:00:00,1,3,14,3.7,0.56,0.0026623131208730858,102.36,0.54,-4.19,185.37,432,89,5.3
2002/01/03 @ 15:00:00,1,3,15,3.3,0.22,0.002587863602893126,102.42,0.54,-4.53,124.32,352,75,5.1
2002/01/03 @ 16:00:00,1,3,16,2.7,-0.22,0.002525765622182669,102.45,0.55,-4.81,16.93,108,14,5.0
2002/01/03 @ 17:00:00,1,3,17,2.4,-0.4,0.0025173379080242774,102.56,0.56,-4.85,0.0,0,0,4.9
2002/01/03 @ 18:00:00,1,3,18,1.9,-0.75,0.0024722632755344027,102.64,0.57,-5.06,0.0,0,0,4.7
2002/01/03 @ 19:00:00,1,3,19,1.8,-0.83,0.0024545638603136995,102.58,0.57,-5.14,0.0,0,0,4.5
2002/01/03 @ 20:00:00,1,3,20,1.9,-0.69,0.0025158117624875646,102.63,0.58,-4.86,0.0,0,0,4.5
2002/01/03 @ 21:00:00,1,3,21,1.5,-0.84,0.0025714085120198894,102.84,0.61,-4.6,0.0,0,0,4.4
2002/01/03 @ 22:00:00,1,3,22,1.9,-0.26,0.002820821336591484,102.71,0.65,-3.52,0.0,0,0,4.6
2002/01/03 @ 23:00:00,1,3,23,3.2,1.1,0.003239190453582474,102.78,0.68,-1.88,0.0,0,0,4.3
2002/01/04 @ 00:00:00,1,4,0,3.9,1.94,0.0035551844485098463,102.71,0.71,-0.77,0.0,0,0,4.2
2002/01/04 @ 01:00:00,1,4,1,4.1,2.2,0.0036569162550449045,102.9,0.72,-0.43,0.0,0,0,4.2
2002/01/04 @ 02:00:00,1,4,2,4.2,2.43,0.003785768119972735,102.85,0.74,-0.01,0.0,0,0,4.0
2002/01/04 @ 03:00:00,1,4,3,4.9,3.22,0.004085327745259033,102.46,0.76,1.01,0.0,0,0,3.5
2002/01/04 @ 04:00:00,1,4,4,5.3,3.66,0.004257268231995162,102.47,0.77,1.59,0.0,0,0,3.5
2002/01/04 @ 05:00:00,1,4,5,5.4,3.9,0.004399331672337317,102.6,0.79,2.05,0.0,0,0,3.3
2002/01/04 @ 06:00:00,1,4,6,5.3,3.95,0.004480018068345319,102.67,0.81,2.3,0.0,0,0,3.4
2002/01/04 @ 07:00:00,1,4,7,5.4,4.05,0.004511515062238002,102.68,0.81,2.4,0.0,0,0,3.9
2002/01/04 @ 08:00:00,1,4,8,5.8,4.5,0.004697197297126008,102.46,0.82,2.97,0.0,0,0,3.8
2002/01/04 @ 09:00:00,1,4,9,6.0,4.69,0.004763206153654574,102.49,0.82,3.17,16.4,5,16,4.3
2002/01/04 @ 10:00:00,1,4,10,6.7,4.89,0.00463216442829806,102.35,0.76,2.77,21.36,2,21,5.3
2002/01/04 @ 11:00:00,1,4,11,7.8,5.66,0.004798800407428058,102.25,0.73,3.27,51.25,5,50,6.5
2002/01/04 @ 12:00:00,1,4,12,7.1,4.54,0.004194447780855223,102.21,0.67,1.38,86.65,13,83,6.2
2002/01/04 @ 13:00:00,1,4,13,5.9,3.23,0.0036856315848865845,102.07,0.64,-0.33,54.09,4,53,5.6
2002/01/04 @ 14:00:00,1,4,14,5.0,2.27,0.0033521751305130762,101.86,0.62,-1.47,80.51,20,76,5.5
2002/01/04 @ 15:00:00,1,4,15,4.9,2.11,0.0032747675174581293,101.72,0.61,-1.75,30.85,6,30,5.7
2002/01/04 @ 16:00:00,1,4,16,4.7,1.78,0.0031226867287950954,101.44,0.59,-2.31,4.09,3,4,6.2
2002/01/04 @ 17:00:00,1,4,17,5.5,2.56,0.0033589788823932044,101.7,0.6,-1.45,0.0,0,0,7.1
2002/01/04 @ 18:00:00,1,4,18,6.1,2.93,0.00338501963936032,101.67,0.58,-1.35,0.0,0,0,8.1
2002/01/04 @ 19:00:00,1,4,19,6.8,3.94,0.0038615650539164073,101.58,0.63,0.23,0.0,0,0,7.5
2002/01/04 @ 20:00:00,1,4,20,7.8,5.33,0.004533935567598091,101.76,0.69,2.47,0.0,0,0,7.6
2002/01/04 @ 21:00:00,1,4,21,8.5,6.13,0.004895642873172637,101.79,0.71,3.56,0.0,0,0,7.2
2002/01/04 @ 22:00:00,1,4,22,9.3,7.03,0.005316827234052042,101.76,0.73,4.73,0.0,0,0,7.3
2002/01/04 @ 23:00:00,1,4,23,9.6,7.39,0.0055012060675680196,101.72,0.74,5.22,0.0,0,0,7.2
2002/01/05 @ 00:00:00,1,5,0,9.7,7.66,0.005689688942142326,101.67,0.76,5.7,0.0,0,0,7.2
2002/01/05 @ 01:00:00,1,5,1,10.0,7.94,0.005806444219393295,101.7,0.76,5.99,0.0,0,0,7.2
2002/01/05 @ 02:00:00,1,5,2,10.2,8.13,0.0058854630102727155,101.75,0.76,6.19,0.0,0,0,7.2
2002/01/05 @ 03:00:00,1,5,3,10.9,8.96,0.006333647248186921,101.79,0.78,7.25,0.0,0,0,7.3
2002/01/05 @ 04:00:00,1,5,4,10.5,8.94,0.006484874415312178,101.91,0.82,7.59,0.0,0,0,7.1
2002/01/05 @ 05:00:00,1,5,5,10.3,9.1,0.0067133952372284995,102.02,0.86,8.09,0.0,0,0,7.0
2002/01/05 @ 06:00:00,1,5,6,10.0,9.16,0.006887898029621861,101.86,0.9,8.47,0.0,0,0,6.4
2002/01/05 @ 07:00:00,1,5,7,10.9,10.21,0.007484135440885008,102.01,0.92,9.68,0.0,0,0,6.4
2002/01/05 @ 08:00:00,1,5,8,11.0,10.31,0.007534679604730101,101.91,0.92,9.78,0.0,0,0,6.5
2002/01/05 @ 09:00:00,1,5,9,11.1,10.32,0.007502082777616211,101.8,0.91,9.72,5.08,1,5,6.7
2002/01/05 @ 10:00:00,1,5,10,11.1,10.23,0.007418658944484701,102.01,0.9,9.55,17.18,1,17,6.4
2002/01/05 @ 11:00:00,1,5,11,11.4,10.07,0.00714425037068008,102.14,0.85,9.0,65.0,8,63,6.3
2002/01/05 @ 12:00:00,1,5,12,11.8,10.27,0.007163459869984319,102.15,0.83,9.04,63.69,6,62,6.3
2002/01/05 @ 13:00:00,1,5,13,11.8,10.27,0.007163459869984319,102.18,0.83,9.04,39.55,2,39,5.9
2002/01/05 @ 14:00:00,1,5,14,11.8,10.27,0.007163459869984319,102.27,0.83,9.04,41.91,4,41,5.8
2002/01/05 @ 15:00:00,1,5,15,11.4,9.7,0.006804372166192494,102.17,0.81,8.29,27.58,4,27,5.5
2002/01/05 @ 16:00:00,1,5,16,11.7,9.9,0.006855706232144477,102.37,0.8,8.4,20.87,120,17,5.5
2002/01/05 @ 17:00:00,1,5,17,11.6,9.62,0.006637951839764401,102.4,0.78,7.93,0.0,0,0,5.4
2002/01/05 @ 18:00:00,1,5,18,11.1,9.06,0.006336157951325631,102.42,0.77,7.25,0.0,0,0,5.6
2002/01/05 @ 19:00:00,1,5,19,10.4,8.23,0.0058862036481449765,102.29,0.75,6.19,0.0,0,0,5.4
2002/01/05 @ 20:00:00,1,5,20,9.0,6.68,0.005137455716334971,102.3,0.72,4.24,0.0,0,0,5.1
2002/01/05 @ 21:00:00,1,5,21,8.4,5.96,0.004793272147551519,102.45,0.7,3.26,0.0,0,0,5.1
2002/01/05 @ 22:00:00,1,5,22,7.9,5.34,0.004498536243402563,102.5,0.68,2.36,0.0,0,0,5.0
2002/01/05 @ 23:00:00,1,5,23,6.9,4.52,0.004261216828470322,102.74,0.69,1.6,0.0,0,0,4.7
2002/01/06 @ 00:00:00,1,6,0,6.3,3.99,0.004087617623210079,103.1,0.69,1.02,0.0,0,0,4.4
2002/01/06 @ 01:00:00,1,6,1,5.2,2.99,0.0037856364761877084,103.24,0.69,-0.01,0.0,0,0,4.2
2002/01/06 @ 02:00:00,1,6,2,4.2,2.01,0.0034770978643529305,103.26,0.68,-1.03,0.0,0,0,3.9
2002/01/06 @ 03:00:00,1,6,3,3.6,1.4,0.0032832879793315718,103.28,0.67,-1.72,0.0,0,0,3.6
2002/01/06 @ 04:00:00,1,6,4,3.1,0.95,0.003168678242504883,103.28,0.67,-2.14,0.0,0,0,3.6
2002/01/06 @ 05:00:00,1,6,5,2.2,0.13,0.0029713280736434196,103.25,0.67,-2.9,0.0,0,0,3.2
2002/01/06 @ 06:00:00,1,6,6,1.6,-0.45,0.0028032516790433832,103.14,0.66,-3.59,0.0,0,0,3.0
2002/01/06 @ 07:00:00,1,6,7,1.3,-0.77,0.0027015061438468773,103.03,0.65,-4.02,0.0,0,0,2.9
2002/01/06 @ 08:00:00,1,6,8,0.7,-1.34,0.0025467488381658485,102.88,0.64,-4.71,2.0,0,2,2.7
2002/01/06 @ 09:00:00,1,6,9,0.3,-1.74,0.002434995740643829,102.98,0.63,-5.24,77.14,237,58,3.0
2002/01/06 @ 10:00:00,1,6,10,1.6,-0.87,0.00250473974130125,102.95,0.59,-4.91,162.21,428,84,3.7
2002/01/06 @ 11:00:00,1,6,11,2.9,0.02,0.0026088205980347987,102.98,0.56,-4.43,213.17,449,100,4.0
2002/01/06 @ 12:00:00,1,6,12,3.9,0.81,0.002750473056547801,102.31,0.55,-3.81,240.52,456,111,3.9
2002/01/06 @ 13:00:00,1,6,13,5.1,1.69,0.0028834562445197247,102.32,0.53,-3.26,236.4,468,107,4.2
2002/01/06 @ 14:00:00,1,6,14,5.8,2.2,0.0029705027299713003,102.18,0.52,-2.91,196.07,470,88,4.1
2002/01/06 @ 15:00:00,1,6,15,4.7,1.34,0.002803693817407783,101.87,0.53,-3.59,138.85,365,85,4.3
2002/01/06 @ 16:00:00,1,6,16,4.1,0.68,0.00258588104061112,102.1,0.51,-4.54,34.36,125,30,4.4
2002/01/06 @ 17:00:00,1,6,17,3.8,0.57,0.00263135826124222,102.03,0.53,-4.33,0.0,0,0,4.5
2002/01/06 @ 18:00:00,1,6,18,3.2,0.06,0.0025217659932964755,102.44,0.53,-4.83,0.0,0,0,4.9
2002/01/06 @ 19:00:00,1,6,19,2.6,-0.43,0.002416252107631652,102.43,0.53,-5.33,0.0,0,0,4.6
2002/01/06 @ 20:00:00,1,6,20,2.1,-0.77,0.0023754988980366426,102.52,0.54,-5.52,0.0,0,0,4.3
2002/01/06 @ 21:00:00,1,6,21,1.7,-0.98,0.0023940587513455393,102.44,0.56,-5.43,0.0,0,0,3.8
2002/01/06 @ 22:00:00,1,6,22,1.3,-1.26,0.0023677472774713292,102.38,0.57,-5.56,0.0,0,0,3.1
2002/01/06 @ 23:00:00,1,6,23,1.2,-1.34,0.002350715702119457,102.43,0.57,-5.65,0.0,0,0,3.3
2002/01/07 @ 00:00:00,1,7,0,1.1,-1.42,0.0023337932684379618,102.45,0.57,-5.73,0.0,0,0,3.5
2002/01/07 @ 01:00:00,1,7,1,1.1,-1.42,0.0023337932684379618,102.37,0.57,-5.73,0.0,0,0,3.0
2002/01/07 @ 02:00:00,1,7,2,1.1,-1.36,0.0023748933534277115,102.29,0.58,-5.53,0.0,0,0,2.8
2002/01/07 @ 03:00:00,1,7,3,1.1,-1.36,0.0023748933534277115,102.26,0.58,-5.53,0.0,0,0,2.8
2002/01/07 @ 04:00:00,1,7,4,0.8,-1.56,0.002364108245268563,102.19,0.59,-5.58,0.0,0,0,2.6
2002/01/07 @ 05:00:00,1,7,5,0.7,-1.64,0.002347033252085972,102.18,0.59,-5.66,0.0,0,0,2.6
2002/01/07 @ 06:00:00,1,7,6,0.3,-1.87,0.002357401287502459,102.21,0.61,-5.61,0.0,0,0,2.7
2002/01/07 @ 07:00:00,1,7,7,0.4,-1.73,0.0024136877895938103,102.18,0.62,-5.34,0.0,0,0,2.7
2002/01/07 @ 08:00:00,1,7,8,0.3,-1.81,0.0023961961031721928,102.16,0.62,-5.42,1.0,0,1,2.9
2002/01/07 @ 09:00:00,1,7,9,0.3,-1.87,0.002357401287502459,102.45,0.61,-5.61,72.55,239,53,3.0
2002/01/07 @ 10:00:00,1,7,10,0.7,-1.7,0.0023071054627001146,102.34,0.58,-5.86,120.48,171,89,3.3
2002/01/07 @ 11:00:00,1,7,11,1.2,-1.28,0.002392114947512287,102.21,0.58,-5.44,144.12,99,119,2.8
2002/01/07 @ 12:00:00,1,7,12,1.8,-0.53,0.0026708010906235854,102.09,0.62,-4.16,100.43,19,95,2.1
2002/01/07 @ 13:00:00,1,7,13,2.0,-0.3,0.0027533498488301897,102.01,0.63,-3.8,96.02,18,91,2.1
2002/01/07 @ 14:00:00,1,7,14,2.2,-0.01,0.002882220676112514,101.91,0.65,-3.26,79.18,18,75,2.3
2002/01/07 @ 15:00:00,1,7,15,2.2,-0.01,0.002882220676112514,101.83,0.65,-3.26,43.8,12,42,2.3
2002/01/07 @ 16:00:00,1,7,16,1.8,-0.23,0.002887188144031197,101.79,0.67,-3.24,33.94,131,29,2.3
2002/01/07 @ 17:00:00,1,7,17,1.6,-0.35,0.0028885932319162545,101.89,0.68,-3.24,0.0,0,0,1.7
2002/01/07 @ 18:00:00,1,7,18,1.7,-0.14,0.002995456048483044,101.91,0.7,-2.81,0.0,0,0,1.4
2002/01/07 @ 19:00:00,1,7,19,1.9,0.23,0.0031697687545283854,101.9,0.73,-2.14,0.0,0,0,1.2
2002/01/07 @ 20:00:00,1,7,20,3.4,2.35,0.004063705490132383,102.19,0.84,0.94,0.0,0,0,1.5
2002/01/07 @ 21:00:00,1,7,21,4.5,4.23,0.005025616577012788,102.19,0.96,3.93,0.0,0,0,2.1
2002/01/07 @ 22:00:00,1,7,22,4.4,4.06,0.004937851364299141,102.0,0.95,3.68,0.0,0,0,2.2
