Time,MM,DD,hh,T_dry,T_wb,w,P,RH,T_dp,ghi,dni,dhi,v_wind
2002/01/05 @ 14:00:00,1,5,14,22.8,21.21,0.015258141870046206,100.92,0.87,20.54,276.17,10,267,1.0
2002/01/05 @ 15:00:00,1,5,15,22.8,21.58,0.015797648928905016,100.92,0.9,21.08,211.91,6,207,1.5
2002/01/05 @ 16:00:00,1,5,16,22.8,21.58,0.015797648928905016,100.92,0.9,21.08,158.71,4,156,1.5
2002/01/05 @ 17:00:00,1,5,17,23.3,21.56,0.015553417403851088,100.92,0.86,20.84,127.02,4,125,1.5
2002/01/05 @ 18:00:00,1,5,18,23.9,21.74,0.01556392635976811,100.92,0.83,20.85,123.2,7,121,2.1
2002/01/05 @ 19:00:00,1,5,19,23.9,21.07,0.014604324325442513,100.92,0.78,19.85,110.32,20,108,2.1
2002/01/05 @ 20:00:00,1,5,20,25.0,21.4,0.014598752141216927,101.25,0.73,19.84,0.0,1,0,2.6
2002/01/05 @ 21:00:00,1,5,21,24.4,20.28,0.013285232473292436,101.25,0.69,18.37,0.0,0,0,3.6
2002/01/05 @ 22:00:00,1,5,22,23.9,19.25,0.012122826181746383,101.25,0.65,16.95,0.0,0,0,4.1
2002/01/05 @ 23:00:00,1,5,23,23.3,19.0,0.012050618118425595,101.25,0.67,16.86,0.0,0,0,5.1
2002/01/06 @ 00:00:00,1,6,0,22.2,18.29,0.011600928545156168,101.25,0.69,16.27,0.0,0,0,5.1
2002/01/06 @ 01:00:00,1,6,1,21.7,18.37,0.011910330241544354,101.25,0.73,16.68,0.0,0,0,6.2
2002/01/06 @ 02:00:00,1,6,2,20.0,17.31,0.011303878636134272,101.25,0.77,15.87,0.0,0,0,6.2
2002/01/06 @ 03:00:00,1,6,3,18.9,16.53,0.010821981580782528,101.25,0.79,15.21,0.0,0,0,5.7
2002/01/06 @ 04:00:00,1,6,4,18.3,15.73,0.01014813983650009,101.25,0.77,14.23,0.0,0,0,5.7
2002/01/06 @ 05:00:00,1,6,5,17.2,14.71,0.009457835170698346,101.25,0.77,13.17,0.0,0,0,6.2
2002/01/06 @ 06:00:00,1,6,6,18.3,15.14,0.009479126287393681,101.25,0.72,13.2,47.0,0,47,6.2
2002/01/06 @ 07:00:00,1,6,7,19.4,15.27,0.009162112792399202,101.25,0.65,12.69,205.99,318,105,6.7
2002/01/06 @ 08:00:00,1,6,8,20.0,15.41,0.00906971219443392,101.25,0.62,12.54,387.17,594,85,6.2
2002/01/06 @ 09:00:00,1,6,9,20.6,15.39,0.008801437695082303,101.25,0.58,12.09,649.62,748,141,5.1
2002/01/06 @ 10:00:00,1,6,10,21.1,15.4,0.008604382051667305,101.25,0.55,11.75,866.01,843,175,5.7
2002/01/06 @ 11:00:00,1,6,11,21.7,15.62,0.008602094214007231,101.25,0.53,11.74,1004.39,902,176,4.6
2002/01/06 @ 12:00:00,1,6,12,21.1,15.12,0.008287326263104954,101.25,0.53,11.19,1037.21,905,160,4.1
2002/01/06 @ 13:00:00,1,6,13,21.1,14.97,0.008128917906376118,101.25,0.52,10.9,982.76,748,258,4.1
2002/01/06 @ 14:00:00,1,6,14,21.1,14.83,0.00797058916124721,101.25,0.51,10.61,827.74,475,392,3.6
2002/01/06 @ 15:00:00,1,6,15,22.2,15.29,0.008024656020306371,101.25,0.48,10.71,594.52,173,453,3.6
2002/01/06 @ 16:00:00,1,6,16,21.7,14.88,0.007780423938655885,101.25,0.48,10.25,369.82,44,340,3.6
2002/01/06 @ 17:00:00,1,6,17,22.2,15.44,0.008194038931723829,101.25,0.49,11.02,178.05,8,174,4.1
2002/01/06 @ 18:00:00,1,6,18,22.2,15.89,0.008702734620546389,101.25,0.52,11.92,102.26,4,101,4.6
2002/01/06 @ 19:00:00,1,6,19,22.2,16.03,0.008872482413711618,101.25,0.53,12.21,34.12,1,34,5.1
2002/01/06 @ 20:00:00,1,6,20,21.1,15.68,0.008921757008148809,101.25,0.57,12.29,0.0,0,0,5.1
2002/01/06 @ 21:00:00,1,6,21,21.1,16.37,0.009716593925722649,101.25,0.62,13.57,0.0,0,0,5.1
2002/01/06 @ 22:00:00,1,6,22,21.1,16.77,0.010194458171535211,101.25,0.65,14.3,0.0,0,0,5.1
2002/01/06 @ 23:00:00,1,6,23,21.1,17.04,0.010513436219842862,101.25,0.67,14.77,0.0,0,0,4.6
2002/01/07 @ 00:00:00,1,7,0,21.1,17.17,0.010673045991884594,101.25,0.68,15.0,0.0,0,0,4.1
2002/01/07 @ 01:00:00,1,7,1,21.1,17.43,0.010992507336622027,101.25,0.7,15.45,0.0,0,0,4.1
2002/01/07 @ 02:00:00,1,7,2,21.1,17.56,0.011152359031453776,101.25,0.71,15.67,0.0,0,0,4.1
2002/01/07 @ 03:00:00,1,7,3,21.1,17.56,0.011152359031453776,101.25,0.71,15.67,0.0,0,0,4.6
2002/01/07 @ 04:00:00,1,7,4,21.1,17.82,0.011472304771846402,101.25,0.73,16.1,0.0,0,0,4.6
2002/01/07 @ 05:00:00,1,7,5,20.0,17.44,0.011453385706806955,101.25,0.78,16.08,0.0,0,0,5.1
2002/01/07 @ 06:00:00,1,7,6,19.4,17.59,0.011891474693395238,101.25,0.84,16.65,0.0,0,0,5.1
2002/01/07 @ 07:00:00,1,7,7,19.4,17.94,0.012324586069316948,101.25,0.87,17.2,0.0,0,0,5.1
2002/01/07 @ 08:00:00,1,7,8,19.4,17.7,0.012035779414768737,101.25,0.85,16.84,98.08,12,92,4.6
2002/01/07 @ 09:00:00,1,7,9,20.0,18.51,0.012802132919728858,101.25,0.87,17.79,172.85,16,162,4.6
