Time,MM,DD,hh,T_dry,T_wb,w,P,RH,T_dp,ghi,dni,dhi,v_wind
2002/01/01 @ 21:00:00,1,1,21,27.8,22.39,0.014868820818072764,100.95,0.63,20.13,0.0,0,0,2.0
2002/01/01 @ 22:00:00,1,1,22,27.4,22.51,0.01522524223851833,100.96,0.66,20.5,0.0,0,0,2.0
2002/01/01 @ 23:00:00,1,1,23,27.1,22.4,0.015185491592439518,100.98,0.67,20.46,1.0,0,1,2.0
2002/01/02 @ 00:00:00,1,2,0,27.2,23.11,0.016212890488481138,100.97,0.71,21.49,0.0,0,0,1.9
2002/01/02 @ 01:00:00,1,2,1,26.9,22.99,0.016152618306182878,100.96,0.72,21.43,0.0,0,0,1.8
2002/01/02 @ 02:00:00,1,2,2,26.9,23.44,0.016843871338804536,100.94,0.75,22.1,14.0,0,14,1.5
2002/01/02 @ 03:00:00,1,2,3,26.5,23.65,0.017342791069255185,100.92,0.79,22.57,0.0,0,0,1.6
2002/01/02 @ 04:00:00,1,2,4,26.0,23.18,0.016824352813290856,100.9,0.79,22.08,0.0,0,0,1.7
2002/01/02 @ 05:00:00,1,2,5,26.0,23.74,0.01770046275795999,100.87,0.83,22.89,0.0,0,0,1.9
2002/01/02 @ 06:00:00,1,2,6,25.9,23.92,0.018029228230920402,100.92,0.85,23.19,0.0,0,0,2.0
2002/01/02 @ 07:00:00,1,2,7,26.3,24.16,0.01824994312012106,100.97,0.84,23.38,36.38,5,35,2.1
2002/01/02 @ 08:00:00,1,2,8,26.9,24.31,0.018230880178484232,101.01,0.81,23.37,90.97,6,88,2.2
2002/01/02 @ 09:00:00,1,2,9,27.8,24.87,0.018758926193236655,100.99,0.79,23.82,158.13,9,152,2.4
2002/01/02 @ 10:00:00,1,2,10,28.5,25.37,0.01930867068813415,100.96,0.78,24.29,199.57,8,193,2.8
2002/01/02 @ 11:00:00,1,2,11,28.7,25.41,0.019282901625147498,100.93,0.77,24.27,237.17,9,229,3.0
2002/01/02 @ 12:00:00,1,2,12,29.0,24.91,0.018319300380053378,100.92,0.72,23.44,228.53,7,222,2.3
2002/01/02 @ 13:00:00,1,2,13,28.3,23.95,0.017068165467292805,100.9,0.7,22.31,190.48,5,186,1.8
2002/01/02 @ 14:00:00,1,2,14,27.4,22.67,0.015461662608990224,100.88,0.67,20.74,130.39,3,128,1.0
2002/01/02 @ 15:00:00,1,2,15,27.2,22.49,0.015277051988587862,100.86,0.67,20.55,92.29,2,91,1.1
2002/01/02 @ 16:00:00,1,2,16,27.2,22.49,0.015277051988587862,100.85,0.67,20.55,88.36,3,87,1.1
2002/01/02 @ 17:00:00,1,2,17,26.9,22.06,0.014774590705038153,100.83,0.66,20.03,77.38,6,76,1.3
2002/01/02 @ 18:00:00,1,2,18,26.3,21.07,0.013587779633285451,100.92,0.63,18.72,33.0,14,33,1.6
2002/01/02 @ 19:00:00,1,2,19,26.4,21.47,0.01411381232697739,101.0,0.65,19.31,0.0,0,0,1.9
2002/01/02 @ 20:00:00,1,2,20,25.9,21.33,0.014124567073174941,101.09,0.67,19.32,0.0,0,0,2.0
2002/01/02 @ 21:00:00,1,2,21,25.4,21.33,0.014330196283368,101.12,0.7,19.55,0.0,0,0,1.8
2002/01/02 @ 22:00:00,1,2,22,25.4,21.76,0.014959119215830919,101.15,0.73,20.22,0.0,0,0,1.5
2002/01/02 @ 23:00:00,1,2,23,25.2,21.87,0.015192713804140232,101.18,0.75,20.47,0.0,0,0,1.4
2002/01/03 @ 00:00:00,1,3,0,25.1,21.91,0.0153065809585328,101.18,0.76,20.58,0.0,0,0,1.4
2002/01/03 @ 01:00:00,1,3,1,25.0,22.1,0.015623785371660221,101.18,0.78,20.91,0.0,0,0,1.3
2002/01/03 @ 02:00:00,1,3,2,25.1,22.61,0.016340049583282962,101.18,0.81,21.62,0.0,0,0,1.2
2002/01/03 @ 03:00:00,1,3,3,24.5,22.58,0.016548756674208066,101.15,0.85,21.82,0.0,0,0,1.5
2002/01/03 @ 04:00:00,1,3,4,24.4,23.65,0.01823988855414646,101.11,0.94,23.37,0.0,0,0,1.7
2002/01/03 @ 05:00:00,1,3,5,24.1,23.48,0.01810128389986676,101.08,0.95,23.25,0.0,0,0,1.9
2002/01/03 @ 06:00:00,1,3,6,24.7,24.2,0.018987561721200363,101.09,0.96,24.02,0.0,0,0,1.4
2002/01/03 @ 07:00:00,1,3,7,25.3,24.66,0.01948955298621911,101.1,0.95,24.44,33.37,5,32,0.7
2002/01/03 @ 08:00:00,1,3,8,25.9,24.99,0.019780063225525252,101.11,0.93,24.68,52.99,2,52,0.5
2002/01/03 @ 09:00:00,1,3,9,26.8,24.64,0.01881230896627783,101.1,0.84,23.87,132.08,6,128,0.7
2002/01/03 @ 10:00:00,1,3,10,27.7,24.33,0.01791790424595032,101.1,0.76,23.09,214.21,10,206,0.8
2002/01/03 @ 11:00:00,1,3,11,28.5,24.61,0.01803504377288129,101.09,0.73,23.19,303.34,18,287,1.2
2002/01/03 @ 12:00:00,1,3,12,29.2,24.45,0.01747986266636466,101.06,0.68,22.69,342.53,22,322,1.2
2002/01/03 @ 13:00:00,1,3,13,29.2,23.96,0.0166880002448373,101.03,0.65,21.95,353.41,25,331,1.0
2002/01/03 @ 14:00:00,1,3,14,29.5,23.89,0.016450907889963496,101.0,0.63,21.72,329.78,26,309,0.9
2002/01/03 @ 15:00:00,1,3,15,29.6,23.8,0.016278966302801453,100.99,0.62,21.56,279.22,25,263,0.9
2002/01/03 @ 16:00:00,1,3,16,29.0,23.61,0.01623070333464846,100.98,0.64,21.51,188.19,18,180,0.9
2002/01/03 @ 17:00:00,1,3,17,28.4,23.24,0.015912613006854044,100.96,0.65,21.2,91.08,9,89,0.9
2002/01/03 @ 18:00:00,1,3,18,28.1,23.62,0.01661786599017187,101.05,0.69,21.89,31.0,12,31,1.6
2002/01/03 @ 19:00:00,1,3,19,26.9,23.44,0.016843871338804536,101.13,0.75,22.1,0.0,0,0,2.3
2002/01/03 @ 20:00:00,1,3,20,24.2,21.22,0.014681023205312609,101.21,0.77,19.93,18.0,0,18,3.4
2002/01/03 @ 21:00:00,1,3,21,24.0,21.3,0.014887364093645722,101.23,0.79,20.15,0.0,0,0,2.3
2002/01/03 @ 22:00:00,1,3,22,23.8,21.52,0.01527730868511976,101.25,0.82,20.55,0.0,0,0,1.7
2002/01/03 @ 23:00:00,1,3,23,23.5,21.75,0.01574712453558291,101.26,0.86,21.03,0.0,0,0,0.6
2002/01/04 @ 00:00:00,1,4,0,23.1,22.0,0.016278368084835695,101.17,0.91,21.56,0.0,0,0,0.6
2002/01/04 @ 01:00:00,1,4,1,23.1,22.12,0.016461986029684565,101.08,0.92,21.74,0.0,0,0,0.6
2002/01/04 @ 02:00:00,1,4,2,22.5,21.9,0.01638951241358545,100.98,0.95,21.67,1.0,0,1,0.5
2002/01/04 @ 03:00:00,1,4,3,22.4,21.92,0.016463538928836462,100.95,0.96,21.74,0.0,0,0,0.8
2002/01/04 @ 04:00:00,1,4,4,22.4,22.16,0.01681580290665566,100.92,0.98,22.08,6.0,0,6,1.0
2002/01/04 @ 05:00:00,1,4,5,22.3,22.06,0.016711041879894854,100.9,0.98,21.98,1.0,0,1,1.3
2002/01/04 @ 06:00:00,1,4,6,22.6,22.48,0.017205660495828414,100.92,0.99,22.44,0.0,0,0,0.8
2002/01/04 @ 07:00:00,1,4,7,23.3,22.94,0.017599101544290147,100.95,0.97,22.8,61.0,22,55,0.5
2002/01/04 @ 08:00:00,1,4,8,24.9,24.14,0.0188102074473479,100.98,0.94,23.87,172.21,37,154,0.3
2002/01/04 @ 09:00:00,1,4,9,26.9,23.58,0.017074621952768668,100.98,0.76,22.32,267.17,40,240,0.7
2002/01/04 @ 10:00:00,1,4,10,28.4,23.57,0.016415154505274344,100.99,0.67,21.69,357.41,48,318,1.2
2002/01/04 @ 11:00:00,1,4,11,30.0,24.5,0.017220584678562162,100.99,0.64,22.45,440.3,62,384,1.7
2002/01/04 @ 12:00:00,1,4,12,30.2,23.8,0.016028552069676814,100.93,0.59,21.31,510.26,87,429,1.2
2002/01/04 @ 13:00:00,1,4,13,30.8,23.41,0.015161996664870912,100.87,0.54,20.43,494.69,81,422,0.7
2002/01/04 @ 14:00:00,1,4,14,31.1,23.85,0.015723093700311167,100.81,0.55,21.01,424.64,62,375,0.5
2002/01/04 @ 15:00:00,1,4,15,30.6,23.24,0.014985571425441657,100.79,0.54,20.25,354.73,58,317,0.4
2002/01/04 @ 16:00:00,1,4,16,30.4,23.62,0.01565453186672787,100.77,0.57,20.94,268.95,59,242,0.6
2002/01/04 @ 17:00:00,1,4,17,29.6,23.28,0.015471679538228112,100.76,0.59,20.75,168.38,66,153,0.9
2002/01/04 @ 18:00:00,1,4,18,29.1,23.19,0.015542863711444508,100.81,0.61,20.82,42.0,32,42,1.0
2002/01/04 @ 19:00:00,1,4,19,28.0,22.56,0.015047568146714794,100.87,0.63,20.31,0.0,0,0,1.2
2002/01/04 @ 20:00:00,1,4,20,27.1,21.61,0.014026687930875656,100.92,0.62,19.21,0.0,0,0,1.6
2002/01/04 @ 21:00:00,1,4,21,26.7,22.04,0.014824159611675795,100.93,0.67,20.08,0.0,0,0,1.6
2002/01/04 @ 22:00:00,1,4,22,26.0,21.87,0.014861853410766474,100.95,0.7,20.12,0.0,0,0,1.7
2002/01/04 @ 23:00:00,1,4,23,25.6,21.94,0.01514228458022543,100.97,0.73,20.41,0.0,0,0,1.7
2002/01/05 @ 00:00:00,1,5,0,25.0,21.82,0.015213376185207168,100.95,0.76,20.49,0.0,0,0,1.7
2002/01/05 @ 01:00:00,1,5,1,24.9,22.14,0.015732649738598524,100.94,0.79,21.02,0.0,0,0,1.8
2002/01/05 @ 02:00:00,1,5,2,24.3,22.91,0.01713691264899071,100.92,0.89,22.38,0.0,0,0,2.0
2002/01/05 @ 03:00:00,1,5,3,24.0,23.13,0.017600290913416493,100.91,0.93,22.8,0.0,0,0,1.9
2002/01/05 @ 04:00:00,1,5,4,24.1,24.1,0.019083214837625314,100.91,1.0,24.1,0.0,0,0,2.0
2002/01/05 @ 05:00:00,1,5,5,24.4,24.4,0.01944052840257377,100.9,1.0,24.4,0.0,0,0,2.0
2002/01/05 @ 06:00:00,1,5,6,24.9,24.9,0.020049564242097338,100.93,1.0,24.9,0.0,0,0,2.0
2002/01/05 @ 07:00:00,1,5,7,26.0,25.22,0.020122203899756736,100.96,0.94,24.96,65.59,28,58,1.9
2002/01/05 @ 08:00:00,1,5,8,28.0,25.93,0.020475266488693546,101.0,0.85,25.24,198.46,60,169,1.9
2002/01/05 @ 09:00:00,1,5,9,29.7,25.87,0.019645010620623148,100.95,0.74,24.57,373.56,132,284,1.7
2002/01/05 @ 10:00:00,1,5,10,31.1,25.65,0.01866764305386844,100.9,0.65,23.74,785.05,703,208,1.7
2002/01/05 @ 11:00:00,1,5,11,32.6,25.32,0.017476734657167176,100.85,0.56,22.69,1138.12,925,298,1.7
2002/01/05 @ 12:00:00,1,5,12,34.4,25.21,0.0165434601539095,100.77,0.48,21.81,1405.43,944,523,1.8
2002/01/05 @ 13:00:00,1,5,13,35.4,25.81,0.017137238474167107,100.68,0.47,22.37,1399.5,942,553,2.1
2002/01/05 @ 14:00:00,1,5,14,36.2,25.32,0.01597414426388241,100.59,0.42,21.25,1108.26,919,371,2.1
2002/01/05 @ 15:00:00,1,5,15,34.1,23.88,0.014528814795955143,100.6,0.43,19.76,789.4,870,222,1.7
2002/01/05 @ 16:00:00,1,5,16,33.3,24.1,0.015202130443044014,100.6,0.47,20.47,378.42,256,261,1.5
2002/01/05 @ 17:00:00,1,5,17,32.1,23.12,0.014186452985440369,100.61,0.47,19.39,173.38,74,156,1.1
2002/01/05 @ 18:00:00,1,5,18,31.4,23.72,0.015404511924525823,100.71,0.53,20.68,33.0,13,33,1.3
2002/01/05 @ 19:00:00,1,5,19,30.3,23.71,0.01584286032948977,100.81,0.58,21.13,0.0,0,0,1.9
2002/01/05 @ 20:00:00,1,5,20,29.5,23.71,0.016182987890637355,100.91,0.62,21.46,0.0,0,0,2.2
2002/01/05 @ 21:00:00,1,5,21,28.9,24.02,0.01691146102361947,100.98,0.67,22.16,0.0,0,0,2.0
2002/01/05 @ 22:00:00,1,5,22,28.6,24.23,0.017376687928123517,101.05,0.7,22.6,0.0,0,0,1.9
2002/01/05 @ 23:00:00,1,5,23,27.9,24.06,0.01739865279213494,101.12,0.73,22.62,0.0,0,0,1.7
2002/01/06 @ 00:00:00,1,6,0,27.4,24.2,0.017835551799826075,101.09,0.77,23.01,0.0,0,0,1.4
2002/01/06 @ 01:00:00,1,6,1,27.0,24.12,0.017875605518648627,101.05,0.79,23.05,0.0,0,0,1.1
2002/01/06 @ 02:00:00,1,6,2,26.8,24.36,0.018351180701556623,101.02,0.82,23.47,0.0,0,0,0.8
2002/01/06 @ 03:00:00,1,6,3,26.6,24.73,0.019041568544856613,100.95,0.86,24.07,23.0,0,23,0.8
2002/01/06 @ 04:00:00,1,6,4,26.3,24.85,0.01937008157218601,100.88,0.89,24.34,0.0,0,0,0.7
2002/01/06 @ 05:00:00,1,6,5,26.1,25.06,0.01980102890113349,100.81,0.92,24.7,0.0,0,0,0.6
2002/01/06 @ 06:00:00,1,6,6,25.8,25.03,0.019877657289740735,100.83,0.94,24.76,0.0,0,0,0.6
2002/01/06 @ 07:00:00,1,6,7,26.1,25.19,0.020023186645009308,100.84,0.93,24.88,31.08,4,30,0.9
2002/01/06 @ 08:00:00,1,6,8,26.8,25.47,0.020199687531320117,100.85,0.9,25.02,87.94,6,85,1.0
2002/01/06 @ 09:00:00,1,6,9,27.9,25.69,0.02010511767021081,100.82,0.84,24.94,207.2,18,195,1.0
2002/01/06 @ 10:00:00,1,6,10,30.0,26.14,0.019997817454059392,100.78,0.74,24.85,401.91,73,342,1.2
2002/01/06 @ 11:00:00,1,6,11,31.2,26.59,0.020268962128273664,100.74,0.7,25.07,697.35,346,383,1.3
2002/01/06 @ 12:00:00,1,6,12,31.9,26.36,0.019562722174192658,100.71,0.65,24.5,886.24,648,280,1.5
2002/01/06 @ 13:00:00,1,6,13,32.9,26.52,0.01942011213106839,100.68,0.61,24.38,932.65,802,211,1.8
2002/01/06 @ 14:00:00,1,6,14,32.4,25.33,0.017592555148899583,100.65,0.57,22.79,827.9,770,209,2.1
2002/01/06 @ 15:00:00,1,6,15,32.3,25.25,0.01749075814338124,100.64,0.57,22.7,597.39,493,275,1.7
2002/01/06 @ 16:00:00,1,6,16,32.0,25.17,0.017498575801129172,100.63,0.58,22.71,329.71,134,268,1.4
2002/01/06 @ 17:00:00,1,6,17,31.2,24.85,0.017292886267703127,100.62,0.6,22.52,152.18,43,142,1.0
2002/01/06 @ 18:00:00,1,6,18,30.8,24.85,0.01747131795003217,100.68,0.62,22.68,33.0,12,33,1.3
2002/01/06 @ 19:00:00,1,6,19,30.0,24.66,0.017497226127013907,100.75,0.65,22.71,0.0,0,0,1.5
2002/01/06 @ 20:00:00,1,6,20,29.6,24.64,0.01762899797518848,100.81,0.67,22.83,0.0,0,0,1.7
2002/01/06 @ 21:00:00,1,6,21,28.8,24.41,0.017585152987918132,100.85,0.7,22.79,0.0,0,0,2.0
2002/01/06 @ 22:00:00,1,6,22,27.8,24.27,0.017781950988975826,100.88,0.75,22.97,0.0,0,0,2.4
2002/01/06 @ 23:00:00,1,6,23,26.3,23.03,0.016465837807294523,100.91,0.76,21.74,0.0,0,0,3.0
2002/01/07 @ 00:00:00,1,7,0,25.9,22.8,0.016287920937933634,100.88,0.77,21.57,0.0,0,0,2.7
2002/01/07 @ 01:00:00,1,7,1,26.5,23.93,0.017794410918921786,100.86,0.81,22.98,0.0,0,0,2.2
2002/01/07 @ 02:00:00,1,7,2,26.8,24.36,0.018351180701556623,100.83,0.82,23.47,0.0,0,0,2.0
2002/01/07 @ 03:00:00,1,7,3,27.0,24.55,0.01857469929489134,100.8,0.82,23.67,0.0,0,0,1.8
2002/01/07 @ 04:00:00,1,7,4,26.5,24.35,0.018473038374948094,100.78,0.84,23.58,1.0,0,1,1.6
2002/01/07 @ 05:00:00,1,7,5,26.5,24.49,0.018699567586529117,100.75,0.85,23.77,0.0,0,0,1.6
2002/01/07 @ 06:00:00,1,7,6,26.3,24.98,0.019594579800289343,100.78,0.9,24.53,0.0,0,0,1.5
2002/01/07 @ 07:00:00,1,7,7,27.1,25.9,0.02080705074558942,100.81,0.91,25.5,45.95,11,43,1.6
2002/01/07 @ 08:00:00,1,7,8,28.4,26.31,0.020973916305354008,100.84,0.85,25.63,148.73,24,137,1.8
2002/01/07 @ 09:00:00,1,7,9,29.9,26.53,0.020712351749978482,100.82,0.77,25.42,314.75,72,266,2.1
2002/01/07 @ 10:00:00,1,7,10,31.3,26.68,0.02038841892059667,100.81,0.7,25.17,666.92,446,301,2.4
2002/01/07 @ 11:00:00,1,7,11,32.8,26.61,0.019634350736667253,100.79,0.62,24.56,1064.71,925,224,2.9
2002/01/07 @ 12:00:00,1,7,12,33.9,26.82,0.01953203358394711,100.76,0.58,24.47,1225.93,944,342,2.8
2002/01/07 @ 13:00:00,1,7,13,34.3,26.17,0.018212932871670005,100.73,0.53,23.35,1091.68,943,242,2.8
2002/01/07 @ 14:00:00,1,7,14,33.8,26.34,0.018730101488479662,100.7,0.56,23.8,891.89,920,151,2.5
2002/01/07 @ 15:00:00,1,7,15,32.8,24.9,0.01670763802183673,100.67,0.53,21.97,613.73,541,259,2.3
2002/01/07 @ 16:00:00,1,7,16,32.6,25.31,0.017476734657167176,100.64,0.56,22.69,373.27,232,266,1.9
2002/01/07 @ 17:00:00,1,7,17,32.0,24.99,0.017188538222531028,100.61,0.57,22.42,208.31,169,168,1.5
2002/01/07 @ 18:00:00,1,7,18,31.0,24.49,0.016799043593019886,100.66,0.59,22.06,52.0,71,52,2.0
2002/01/07 @ 19:00:00,1,7,19,31.0,24.67,0.017091597764955047,100.7,0.6,22.33,0.0,0,0,2.4
2002/01/07 @ 20:00:00,1,7,20,30.0,24.15,0.01666801926004646,100.75,0.62,21.93,0.0,0,0,2.8
2002/01/07 @ 21:00:00,1,7,21,28.6,24.23,0.017376687928123517,100.81,0.7,22.6,0.0,0,0,3.3
2002/01/07 @ 22:00:00,1,7,22,25.5,22.14,0.015473050905302616,100.88,0.75,20.76,0.0,0,0,4.6
2002/01/07 @ 23:00:00,1,7,23,25.3,23.07,0.01696057983169916,100.95,0.83,22.21,0.0,0,0,4.8
2002/01/08 @ 00:00:00,1,8,0,24.5,22.18,0.01594970440807624,100.94,0.82,21.24,0.0,0,0,3.7
2002/01/08 @ 01:00:00,1,8,1,24.7,23.3,0.017563952954742938,100.92,0.89,22.77,0.0,0,0,2.4
2002/01/08 @ 02:00:00,1,8,2,25.3,24.14,0.018644340330959793,100.91,0.91,23.73,0.0,0,0,1.3
2002/01/08 @ 03:00:00,1,8,3,25.5,24.34,0.01887414125034475,100.9,0.91,23.92,0.0,0,0,0.9
2002/01/08 @ 04:00:00,1,8,4,25.4,24.37,0.018971352122758148,100.9,0.92,24.01,0.0,0,0,0.6
2002/01/08 @ 05:00:00,1,8,5,25.5,24.47,0.019087914892952626,100.9,0.92,24.1,0.0,0,0,0.2
2002/01/08 @ 06:00:00,1,8,6,25.4,24.63,0.01939663500946489,100.92,0.94,24.36,0.0,0,0,0.4
2002/01/08 @ 07:00:00,1,8,7,25.5,24.6,0.019301831210513244,100.94,0.93,24.28,47.2,12,44,0.7
2002/01/08 @ 08:00:00,1,8,8,26.6,24.59,0.018813457330992735,100.95,0.85,23.87,52.98,2,52,1.1
2002/01/08 @ 09:00:00,1,8,9,27.9,24.81,0.01862603006879666,100.91,0.78,23.71,181.79,13,173,1.8
2002/01/08 @ 10:00:00,1,8,10,30.1,26.24,0.020116687857553092,100.87,0.74,24.95,331.35,37,301,2.5
2002/01/08 @ 11:00:00,1,8,11,31.2,26.25,0.01967153212169527,100.83,0.68,24.59,546.39,139,420,3.0
2002/01/08 @ 12:00:00,1,8,12,32.6,26.44,0.019407673168720434,100.79,0.62,24.37,779.87,432,375,3.0
2002/01/08 @ 13:00:00,1,8,13,33.6,26.56,0.019197434776323467,100.76,0.58,24.19,912.33,754,232,2.9
2002/01/08 @ 14:00:00,1,8,14,32.6,26.07,0.018762732504217436,100.72,0.6,23.82,874.63,877,167,2.4
2002/01/08 @ 15:00:00,1,8,15,32.0,25.36,0.0178089143182496,100.74,0.59,22.99,652.24,662,217,2.7
2002/01/08 @ 16:00:00,1,8,16,31.1,24.76,0.017191976958191652,100.77,0.6,22.42,336.85,144,270,2.6
2002/01/08 @ 17:00:00,1,8,17,29.7,23.72,0.01610449683046376,100.79,0.61,21.39,128.53,23,123,2.8
2002/01/08 @ 18:00:00,1,8,18,28.7,23.34,0.015943888936096256,100.87,0.64,21.23,0.0,0,0,2.9
2002/01/08 @ 19:00:00,1,8,19,27.6,22.53,0.01516976998198927,100.94,0.65,20.44,0.0,0,0,3.1
2002/01/08 @ 20:00:00,1,8,20,26.5,21.71,0.014422733435147642,101.02,0.66,19.65,0.0,0,0,3.2
2002/01/08 @ 21:00:00,1,8,21,26.0,21.57,0.014427378933332534,101.07,0.68,19.65,0.0,0,0,3.2
2002/01/08 @ 22:00:00,1,8,22,25.8,21.84,0.01489747520138007,101.11,0.71,20.16,18.0,0,18,3.1
2002/01/08 @ 23:00:00,1,8,23,25.7,22.04,0.015234621409678944,101.16,0.73,20.51,0.0,0,0,3.3
2002/01/09 @ 00:00:00,1,9,0,25.8,22.42,0.015758034529652753,101.09,0.75,21.04,0.0,0,0,2.5
2002/01/09 @ 01:00:00,1,9,1,25.3,21.96,0.01528564750666911,101.03,0.75,20.56,0.0,0,0,1.8
2002/01/09 @ 02:00:00,1,9,2,25.6,22.38,0.015780359250780154,100.96,0.76,21.07,0.0,0,0,1.2
2002/01/09 @ 03:00:00,1,9,3,25.1,22.47,0.01613308777932208,100.96,0.8,21.42,0.0,0,0,0.8
2002/01/09 @ 04:00:00,1,9,4,25.3,22.94,0.016750731927441545,100.95,0.82,22.01,0.0,0,0,0.4
2002/01/09 @ 05:00:00,1,9,5,25.5,23.26,0.017169071324669053,100.94,0.83,22.41,0.0,0,0,0.3
2002/01/09 @ 06:00:00,1,9,6,26.4,24.54,0.0188115782049465,100.92,0.86,23.87,0.0,0,0,1.0
2002/01/09 @ 07:00:00,1,9,7,27.1,24.64,0.018687379306681465,100.9,0.82,23.76,127.39,209,72,2.2
2002/01/09 @ 08:00:00,1,9,8,29.1,26.24,0.02054399803553033,100.88,0.8,25.29,295.34,235,181,3.3
2002/01/09 @ 09:00:00,1,9,9,30.6,26.04,0.019565421551440913,100.86,0.7,24.5,491.88,346,258,2.9
2002/01/09 @ 10:00:00,1,9,10,31.7,25.83,0.018722548275648104,100.84,0.63,23.79,904.65,881,182,2.5
2002/01/09 @ 11:00:00,1,9,11,32.4,25.71,0.01822792907049531,100.82,0.59,23.36,1168.45,925,327,2.3
2002/01/09 @ 12:00:00,1,9,12,33.2,25.24,0.017097702022204706,100.77,0.53,22.34,1267.5,945,381,2.2
2002/01/09 @ 13:00:00,1,9,13,34.0,24.88,0.016169650019885476,100.73,0.48,21.45,1157.06,943,305,1.8
2002/01/09 @ 14:00:00,1,9,14,32.9,23.77,0.014856569851563983,100.69,0.47,20.11,912.58,921,168,1.5
2002/01/09 @ 15:00:00,1,9,15,32.9,23.77,0.014856569851563983,100.69,0.47,20.11,613.7,532,263,1.3
2002/01/09 @ 16:00:00,1,9,16,32.1,23.33,0.01449532721476079,100.7,0.48,19.72,340.9,150,271,1.3
2002/01/09 @ 17:00:00,1,9,17,31.9,22.76,0.013718258540805836,100.7,0.46,18.86,173.46,68,157,1.1
2002/01/09 @ 18:00:00,1,9,18,31.1,22.9,0.014260946621911005,100.77,0.5,19.47,46.08,34,46,1.7
2002/01/09 @ 19:00:00,1,9,19,30.4,23.44,0.0153731024419756,100.84,0.56,20.65,0.0,0,0,2.2
2002/01/09 @ 20:00:00,1,9,20,29.5,23.37,0.015647821965166838,100.91,0.6,20.93,15.0,0,15,2.9
2002/01/09 @ 21:00:00,1,9,21,28.4,22.75,0.015160282583890856,100.97,0.62,20.43,0.0,0,0,3.2
2002/01/09 @ 22:00:00,1,9,22,27.6,22.85,0.015648275975958227,101.04,0.67,20.93,0.0,0,0,3.1
2002/01/09 @ 23:00:00,1,9,23,26.0,22.17,0.01529692155645079,101.1,0.72,20.57,0.0,0,0,3.3
2002/01/10 @ 00:00:00,1,10,0,25.1,21.63,0.014894129963316812,101.07,0.74,20.15,12.0,0,12,3.2
2002/01/10 @ 01:00:00,1,10,1,25.1,21.91,0.0153065809585328,101.05,0.76,20.58,0.0,0,0,2.8
2002/01/10 @ 02:00:00,1,10,2,25.0,22.1,0.015623785371660221,101.02,0.78,20.91,0.0,0,0,2.0
2002/01/10 @ 03:00:00,1,10,3,24.7,21.96,0.015541161829354324,100.99,0.79,20.82,0.0,0,0,1.8
