Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/02 @ 01:00:00;1;2;1;23;19.96;100.86;76;18.56;0;0;0;1.9
2002/01/02 @ 02:00:00;1;2;2;23;20.1;100.85;77;18.77;0;0;0;1.9
2002/01/02 @ 03:00:00;1;2;3;22.4;19.54;100.86;77;18.19;14;0;14;1.7
2002/01/02 @ 04:00:00;1;2;4;22.7;19.95;100.86;78;18.69;0;0;0;1.4
2002/01/02 @ 05:00:00;1;2;5;22.8;20.18;100.86;79;18.99;0;0;0;1.2
2002/01/02 @ 06:00:00;1;2;6;23.6;21.59;100.85;84;20.75;0;0;0;1.6
2002/01/02 @ 07:00:00;1;2;7;24.2;22.29;100.84;85;21.53;51.59;13;48;2.1
2002/01/02 @ 08:00:00;1;2;8;25.7;23.17;100.82;81;22.2;180.78;42;160;2.5
2002/01/02 @ 09:00:00;1;2;9;27.9;24.51;100.78;76;23.28;338.96;91;277;2.6
2002/01/02 @ 10:00:00;1;2;10;29.4;24.63;100.73;68;22.88;725.51;569;258;2.7
2002/01/02 @ 11:00:00;1;2;11;30.3;24.41;100.68;62;22.21;1099.38;925;260;2.7
2002/01/02 @ 12:00:00;1;2;12;32;24.42;100.62;54;21.54;1333.23;944;453;2.4
2002/01/02 @ 13:00:00;1;2;13;33.4;24.59;100.57;49;21.24;1304.13;941;462;2.4
2002/01/02 @ 14:00:00;1;2;14;32.6;23.73;100.52;48;20.18;1073.07;918;341;2.1
2002/01/02 @ 15:00:00;1;2;15;32.3;23.48;100.5;48;19.91;819.31;868;258;2.3
2002/01/02 @ 16:00:00;1;2;16;31.7;23.19;100.48;49;19.69;451.86;607;177;2.4
2002/01/02 @ 17:00:00;1;2;17;30.9;21.55;100.47;44;17.26;226;323;152;2.6
2002/01/02 @ 18:00:00;1;2;18;29.7;22.66;100.58;55;19.71;51;132;51;3.2
2002/01/02 @ 19:00:00;1;2;19;28.5;22.5;100.7;60;20;0;0;0;3.4
2002/01/02 @ 20:00:00;1;2;20;26.4;20.99;100.81;62;18.56;0;0;0;4.2
2002/01/02 @ 21:00:00;1;2;21;26.3;21.38;100.87;65;19.21;0;0;0;3.3
2002/01/02 @ 22:00:00;1;2;22;25.4;20.88;100.93;67;18.85;0;0;0;2.6
2002/01/02 @ 23:00:00;1;2;23;25.2;20.7;101;67;18.66;0;0;0;2
2002/01/03 @ 00:00:00;1;3;0;24.9;21.01;100.96;71;19.3;0;0;0;1.3
2002/01/03 @ 01:00:00;1;3;1;24.6;20.31;100.92;68;18.32;0;0;0;0.7
2002/01/03 @ 02:00:00;1;3;2;24.8;20.92;100.88;71;19.2;0;0;0;0.5
2002/01/03 @ 03:00:00;1;3;3;24.4;21.12;100.85;75;19.7;0;0;0;0.5
2002/01/03 @ 04:00:00;1;3;4;24.3;21.99;100.81;82;21.04;0;0;0;0.6
2002/01/03 @ 05:00:00;1;3;5;24.7;22.9;100.78;86;22.21;0;0;0;0.7
2002/01/03 @ 06:00:00;1;3;6;25.2;22.84;100.78;82;21.92;0;0;0;0.9
2002/01/03 @ 07:00:00;1;3;7;25.8;22.85;100.79;78;21.68;140.45;235;76;1.3
2002/01/03 @ 08:00:00;1;3;8;27.8;23.65;100.8;71;22.07;306.85;251;183;1.6
2002/01/03 @ 09:00:00;1;3;9;28.7;23.83;100.77;67;21.97;519.33;399;248;1.7
2002/01/03 @ 10:00:00;1;3;10;29.9;24.23;100.75;63;22.1;889.36;882;165;1.9
2002/01/03 @ 11:00:00;1;3;11;31.3;24.57;100.73;58;22.06;1108.52;925;269;2.1
2002/01/03 @ 12:00:00;1;3;12;31.9;23.95;100.68;52;20.83;1119.84;944;239;1.8
2002/01/03 @ 13:00:00;1;3;13;32.1;23.52;100.64;49;20.06;941.92;828;200;1.5
2002/01/03 @ 14:00:00;1;3;14;31;23.2;100.59;52;20.01;621.29;287;392;1.4
2002/01/03 @ 15:00:00;1;3;15;29.9;23.89;100.63;61;21.57;376.98;74;329;1.4
2002/01/03 @ 16:00:00;1;3;16;27.8;22.87;100.66;66;20.88;204.46;23;194;1.4
2002/01/03 @ 17:00:00;1;3;17;26.3;22.29;100.69;71;20.63;58.69;3;58;1.6
2002/01/03 @ 18:00:00;1;3;18;25.2;22;100.74;76;20.68;0;0;0;1.4
2002/01/03 @ 19:00:00;1;3;19;25.1;22.47;100.79;80;21.42;0;0;0;1.3
2002/01/03 @ 20:00:00;1;3;20;25.1;22.61;100.84;81;21.62;18;0;18;1.3
2002/01/03 @ 21:00:00;1;3;21;25.3;22.52;100.88;79;21.41;0;0;0;0.9
2002/01/03 @ 22:00:00;1;3;22;25.5;22.71;100.92;79;21.6;0;0;0;0.7
2002/01/03 @ 23:00:00;1;3;23;25.4;22.89;100.96;81;21.91;0;0;0;0.5
2002/01/04 @ 00:00:00;1;4;0;25.2;22.84;100.94;82;21.92;0;0;0;0.7
2002/01/04 @ 01:00:00;1;4;1;24.9;22.96;100.92;85;22.21;0;0;0;0.9
2002/01/04 @ 02:00:00;1;4;2;24.8;23.13;100.9;87;22.49;1;0;1;1.1
2002/01/04 @ 03:00:00;1;4;3;24.3;22.78;100.89;88;22.19;0;0;0;1
2002/01/04 @ 04:00:00;1;4;4;24.5;22.84;100.88;87;22.2;6;0;6;1
2002/01/04 @ 05:00:00;1;4;5;24.4;22.62;100.87;86;21.91;1;0;1;0.9
2002/01/04 @ 06:00:00;1;4;6;24.5;22.71;100.89;86;22.01;0;0;0;1
2002/01/04 @ 07:00:00;1;4;7;24.8;22.87;100.92;85;22.11;34.36;5;33;1
2002/01/04 @ 08:00:00;1;4;8;24.9;22.96;100.94;85;22.21;28.49;1;28;1.1
2002/01/04 @ 09:00:00;1;4;9;25;22.92;100.92;84;22.12;50.68;1;50;1.2
2002/01/04 @ 10:00:00;1;4;10;25.2;22.84;100.9;82;21.92;90.64;2;89;1.5
2002/01/04 @ 11:00:00;1;4;11;25.7;22.89;100.88;79;21.79;129.82;2;128;1.6
2002/01/04 @ 12:00:00;1;4;12;26.6;23.16;100.85;75;21.81;169.74;4;166;1.1
2002/01/04 @ 13:00:00;1;4;13;27.5;23.84;100.82;74;22.46;192.49;5;188;0.8
2002/01/04 @ 14:00:00;1;4;14;27.9;24.51;100.79;76;23.28;206.6;7;201;0.2
2002/01/04 @ 15:00:00;1;4;15;28.1;24.24;100.76;73;22.81;183.2;8;178;0.5
2002/01/04 @ 16:00:00;1;4;16;27.7;23.72;100.74;72;22.2;127.74;6;125;0.5
2002/01/04 @ 17:00:00;1;4;17;26.9;23.28;100.71;74;21.88;43.47;2;43;0.3
2002/01/04 @ 18:00:00;1;4;18;25.9;22.51;100.75;75;21.14;28;8;28;0.5
2002/01/04 @ 19:00:00;1;4;19;25.2;21.43;100.79;72;19.81;0;0;0;0.6
2002/01/04 @ 20:00:00;1;4;20;25.1;21.77;100.82;75;20.37;0;0;0;0.7
2002/01/04 @ 21:00:00;1;4;21;25.1;22.05;100.85;77;20.8;0;0;0;0.7
2002/01/04 @ 22:00:00;1;4;22;25.1;22.47;100.88;80;21.42;1;0;1;0.7
2002/01/04 @ 23:00:00;1;4;23;25;22.51;100.91;81;21.52;0;0;0;0.7
2002/01/05 @ 00:00:00;1;5;0;24.7;22.64;100.9;84;21.82;0;0;0;0.8
2002/01/05 @ 01:00:00;1;5;1;24.5;22.71;100.89;86;22.01;0;0;0;0.9
2002/01/05 @ 02:00:00;1;5;2;23.8;22.55;100.89;90;22.07;0;0;0;1
2002/01/05 @ 03:00:00;1;5;3;23.8;22.68;100.89;91;22.25;0;0;0;0.9
2002/01/05 @ 04:00:00;1;5;4;23.9;22.78;100.9;91;22.35;0;0;0;0.9
2002/01/05 @ 05:00:00;1;5;5;24;22.88;100.9;91;22.45;0;0;0;0.8
2002/01/05 @ 06:00:00;1;5;6;24.2;22.94;100.94;90;22.46;0;0;0;0.8
2002/01/05 @ 07:00:00;1;5;7;24.7;23.3;100.98;89;22.77;55.88;18;51;0.9
2002/01/05 @ 08:00:00;1;5;8;24.8;23.4;101.03;89;22.87;28.49;1;28;0.8
2002/01/05 @ 09:00:00;1;5;9;25.2;23.78;100.99;89;23.26;46.68;1;46;1.2
2002/01/05 @ 10:00:00;1;5;10;25.5;24.07;100.95;89;23.56;106.64;2;105;1.7
2002/01/05 @ 11:00:00;1;5;11;26.3;24.71;100.91;88;24.15;170.63;4;167;2.3
2002/01/05 @ 12:00:00;1;5;12;26.9;24.17;100.84;80;23.16;212.61;6;207;2
2002/01/05 @ 13:00:00;1;5;13;27.5;23.99;100.77;75;22.68;274.78;12;264;1.9
2002/01/05 @ 14:00:00;1;5;14;27.6;23.93;100.71;74;22.55;308.84;21;292;1.8
2002/01/05 @ 15:00:00;1;5;15;27.9;23.9;100.68;72;22.39;297.21;31;277;1.4
2002/01/05 @ 16:00:00;1;5;16;27.2;23.11;100.65;71;21.49;241.88;39;224;1.1
2002/01/05 @ 17:00:00;1;5;17;26.4;22.38;100.63;71;20.73;166.55;62;152;0.8
2002/01/05 @ 18:00:00;1;5;18;25.6;21.65;100.66;71;19.97;43;32;43;0.6
2002/01/05 @ 19:00:00;1;5;19;25.1;20.9;100.7;69;19.03;0;0;0;0.7
2002/01/05 @ 20:00:00;1;5;20;25;20.67;100.74;68;18.7;0;0;0;0.6
2002/01/05 @ 21:00:00;1;5;21;24.9;20.72;100.8;69;18.84;0;0;0;0.5
2002/01/05 @ 22:00:00;1;5;22;24.8;20.78;100.87;70;18.98;0;0;0;0.6
2002/01/05 @ 23:00:00;1;5;23;24.5;20.65;100.93;71;18.92;0;0;0;0.6
2002/01/06 @ 00:00:00;1;6;0;24.5;21.22;100.94;75;19.79;0;0;0;0.7
2002/01/06 @ 01:00:00;1;6;1;23.6;20.93;100.94;79;19.76;0;0;0;1
2002/01/06 @ 02:00:00;1;6;2;23.7;22.07;100.94;87;21.42;0;0;0;1.1
2002/01/06 @ 03:00:00;1;6;3;23;21.65;100.92;89;21.1;23;0;23;0.9
2002/01/06 @ 04:00:00;1;6;4;23.1;22.37;100.89;94;22.09;0;0;0;0.6
2002/01/06 @ 05:00:00;1;6;5;23.1;22.25;100.87;93;21.91;0;0;0;0.3
2002/01/06 @ 06:00:00;1;6;6;23.4;22.79;100.9;95;22.56;0;0;0;0.3
2002/01/06 @ 07:00:00;1;6;7;24.2;23.33;100.93;93;23;0;0;0;0.6
2002/01/06 @ 08:00:00;1;6;8;25.8;24.37;100.96;89;23.85;31.49;1;31;0.6
2002/01/06 @ 09:00:00;1;6;9;27.2;24.59;100.87;81;23.66;158.1;9;152;0.9
2002/01/06 @ 10:00:00;1;6;10;28.5;24.76;100.79;74;23.42;325.72;35;297;1.4
2002/01/06 @ 11:00:00;1;6;11;29.3;24.86;100.71;70;23.26;562.7;156;421;1.8
2002/01/06 @ 12:00:00;1;6;12;30.2;24.67;100.64;64;22.64;770.07;416;381;2.1
2002/01/06 @ 13:00:00;1;6;13;30.9;24.58;100.56;60;22.24;844.6;611;295;2.4
2002/01/06 @ 14:00:00;1;6;14;31.3;23.82;100.49;54;20.89;786.71;668;250;2.4
2002/01/06 @ 15:00:00;1;6;15;31.5;23.99;100.49;54;21.08;611.01;537;260;2.8
2002/01/06 @ 16:00:00;1;6;16;30.6;23.6;100.48;56;20.84;365.96;215;267;3
2002/01/06 @ 17:00:00;1;6;17;30;23.62;100.48;59;21.12;194.86;122;166;3.3
2002/01/06 @ 18:00:00;1;6;18;28.9;23.85;100.57;66;21.92;47;43;47;3.6
2002/01/06 @ 19:00:00;1;6;19;27.6;23;100.66;68;21.17;0;0;0;4.4
2002/01/06 @ 20:00:00;1;6;20;26;22.31;100.75;73;20.8;0;0;0;5.2
2002/01/06 @ 21:00:00;1;6;21;25.8;22.27;100.82;74;20.83;0;0;0;3.4
2002/01/06 @ 22:00:00;1;6;22;25.8;21.98;100.9;72;20.38;0;0;0;2.4
2002/01/06 @ 23:00:00;1;6;23;25.1;21.34;100.97;72;19.71;0;0;0;1.4
2002/01/07 @ 00:00:00;1;7;0;24.8;21.21;100.95;73;19.65;0;0;0;1.1
2002/01/07 @ 01:00:00;1;7;1;24.9;21.01;100.93;71;19.3;0;0;0;0.8
2002/01/07 @ 02:00:00;1;7;2;24.7;20.83;100.91;71;19.11;0;0;0;0.6
2002/01/07 @ 03:00:00;1;7;3;24.5;20.93;100.88;73;19.36;1;0;1;0.5
2002/01/07 @ 04:00:00;1;7;4;24.5;21.22;100.86;75;19.79;0;0;0;0.5
2002/01/07 @ 05:00:00;1;7;5;24.3;21.17;100.83;76;19.81;0;0;0;0.3
2002/01/07 @ 06:00:00;1;7;6;25.4;22.75;100.85;80;21.71;0;0;0;0.7
2002/01/07 @ 07:00:00;1;7;7;26;22.89;100.88;77;21.66;110.72;137;74;1
2002/01/07 @ 08:00:00;1;7;8;27.7;24.33;100.91;76;23.09;258.79;151;185;1.4
2002/01/07 @ 09:00:00;1;7;9;28.5;24.29;100.85;71;22.73;404.84;177;285;1.5
2002/01/07 @ 10:00:00;1;7;10;29.5;24.72;100.79;68;22.98;713.87;546;266;1.5
2002/01/07 @ 11:00:00;1;7;11;30.7;25.11;100.73;64;23.11;981.31;905;159;1.7
2002/01/07 @ 12:00:00;1;7;12;31.4;24.84;100.66;59;22.43;1058.65;944;175;1.6
2002/01/07 @ 13:00:00;1;7;13;32;24.23;100.6;53;21.23;1052.39;943;203;1.6
2002/01/07 @ 14:00:00;1;7;14;32.1;23.52;100.53;49;20.06;930.6;920;190;1.4
2002/01/07 @ 15:00:00;1;7;15;31.2;23.36;100.57;52;20.19;666.58;718;196;1.4
2002/01/07 @ 16:00:00;1;7;16;30.5;23.52;100.6;56;20.74;359.58;196;269;0.9
2002/01/07 @ 17:00:00;1;7;17;29.6;23.63;100.64;61;21.29;169.01;63;154;0.9
2002/01/07 @ 18:00:00;1;7;18;27.9;22.96;100.74;66;20.97;35;14;35;1.1
2002/01/07 @ 19:00:00;1;7;19;26.6;22.26;100.85;69;20.46;0;0;0;1.5
2002/01/07 @ 20:00:00;1;7;20;25.3;21.67;100.96;73;20.13;0;0;0;1.9
2002/01/07 @ 21:00:00;1;7;21;23.9;21.21;101.02;79;20.05;0;0;0;1.8
2002/01/07 @ 22:00:00;1;7;22;23.9;23.16;101.09;94;22.88;0;0;0;1.5
2002/01/07 @ 23:00:00;1;7;23;23;22.64;101.16;97;22.5;0;0;0;1.4
2002/01/08 @ 00:00:00;1;8;0;23;22.88;101.15;99;22.84;0;0;0;1.1
2002/01/08 @ 01:00:00;1;8;1;22.6;22.12;101.14;96;21.94;0;0;0;0.8
2002/01/08 @ 02:00:00;1;8;2;22.6;21.88;101.13;94;21.59;0;0;0;0.7
2002/01/08 @ 03:00:00;1;8;3;23.4;22.67;101.11;94;22.39;0;0;0;0.6
2002/01/08 @ 04:00:00;1;8;4;23;22.15;101.08;93;21.82;0;0;0;0.5
2002/01/08 @ 05:00:00;1;8;5;22.5;21.78;101.05;94;21.5;0;0;0;0.3
2002/01/08 @ 06:00:00;1;8;6;23.3;22.69;101.05;95;22.46;0;0;0;0.5
2002/01/08 @ 07:00:00;1;8;7;23.9;23.28;101.05;95;23.05;58.86;22;53;0.6
2002/01/08 @ 08:00:00;1;8;8;25.1;23.69;101.05;89;23.16;177.48;42;157;0.8
2002/01/08 @ 09:00:00;1;8;9;26.2;23.51;101.05;80;22.48;282.14;49;249;1.8
2002/01/08 @ 10:00:00;1;8;10;28.1;24.7;101.06;76;23.47;400.05;72;341;2.8
2002/01/08 @ 11:00:00;1;8;11;28.3;25.04;101.06;77;23.88;570.08;164;421;4
2002/01/08 @ 12:00:00;1;8;12;28.9;25.13;101.02;74;23.8;626.95;191;448;4.2
2002/01/08 @ 13:00:00;1;8;13;28.8;25.04;100.97;74;23.7;546.53;117;441;4.2
2002/01/08 @ 14:00:00;1;8;14;26.5;22.92;100.93;74;21.5;416.17;56;371;5.3
2002/01/08 @ 15:00:00;1;8;15;26.5;23.93;100.92;81;22.98;312.66;36;289;4.1
2002/01/08 @ 16:00:00;1;8;16;26;22.75;100.92;76;21.45;198.28;20;189;3.5
2002/01/08 @ 17:00:00;1;8;17;25.3;22.1;100.91;76;20.78;93.16;9;91;3.2
2002/01/08 @ 18:00:00;1;8;18;24.5;21.22;100.99;75;19.79;27.01;7;27;2.6
2002/01/08 @ 19:00:00;1;8;19;24.5;21.63;101.06;78;20.43;0;0;0;1.6
2002/01/08 @ 20:00:00;1;8;20;24.3;21.58;101.13;79;20.44;0;0;0;0.9
2002/01/08 @ 21:00:00;1;8;21;24.7;22.64;101.19;84;21.82;0;0;0;0.8
2002/01/08 @ 22:00:00;1;8;22;24.8;23;101.24;86;22.3;19;0;19;0.6
2002/01/08 @ 23:00:00;1;8;23;24.2;23.07;101.3;91;22.64;0;0;0;0.5
2002/01/09 @ 00:00:00;1;9;0;23.6;22.74;101.29;93;22.41;0;0;0;0.7
2002/01/09 @ 01:00:00;1;9;1;23.3;22.94;101.28;97;22.8;0;0;0;0.8
2002/01/09 @ 02:00:00;1;9;2;23.2;22.84;101.27;97;22.7;0;0;0;1.1
2002/01/09 @ 03:00:00;1;9;3;22.5;22.14;101.23;97;22.01;0;0;0;0.9
2002/01/09 @ 04:00:00;1;9;4;23.1;22.98;101.2;99;22.94;0;0;0;0.7
2002/01/09 @ 05:00:00;1;9;5;23.3;23.18;101.16;99;23.14;0;0;0;0.6
2002/01/09 @ 06:00:00;1;9;6;24;23.75;101.17;98;23.67;0;0;0;0.7
2002/01/09 @ 07:00:00;1;9;7;24.5;23.88;101.17;95;23.65;42.39;9;40;0.8
2002/01/09 @ 08:00:00;1;9;8;25.3;23.88;101.18;89;23.36;149.16;25;137;0.9
2002/01/09 @ 09:00:00;1;9;9;26.6;23.88;101.14;80;22.87;291.17;55;254;0.7
2002/01/09 @ 10:00:00;1;9;10;27.3;23.81;101.09;75;22.49;552.35;237;358;0.6
2002/01/09 @ 11:00:00;1;9;11;28.7;24.32;101.05;70;22.69;918.16;782;207;0.6
2002/01/09 @ 12:00:00;1;9;12;29.7;24.4;100.97;65;22.42;1000.74;872;183;0.5
2002/01/09 @ 13:00:00;1;9;13;30.1;24.07;100.9;61;21.76;943.04;816;206;0.5
2002/01/09 @ 14:00:00;1;9;14;30.1;23.54;100.82;58;20.94;725.49;503;319;0.6
2002/01/09 @ 15:00:00;1;9;15;29.8;23.45;100.79;59;20.94;488.74;206;353;0.9
2002/01/09 @ 16:00:00;1;9;16;29.3;23.37;100.76;61;21.01;301.99;88;261;1.6
2002/01/09 @ 17:00:00;1;9;17;29.1;23.02;100.74;60;20.56;165.54;56;152;2.2
2002/01/09 @ 18:00:00;1;9;18;28.2;22.74;100.81;63;20.5;46.08;33;46;2.5
2002/01/09 @ 19:00:00;1;9;19;27.5;22.28;100.89;64;20.1;0;0;0;3
2002/01/09 @ 20:00:00;1;9;20;26.9;22.22;100.96;67;20.27;16;0;16;3.3
2002/01/09 @ 21:00:00;1;9;21;26.4;21.93;101.04;68;20.03;0;0;0;2.6
2002/01/09 @ 22:00:00;1;9;22;25.4;21.76;101.13;73;20.22;0;0;0;1.8
2002/01/09 @ 23:00:00;1;9;23;24.8;21.64;101.21;76;20.3;0;0;0;0.9
2002/01/10 @ 00:00:00;1;10;0;24.5;21.63;101.17;78;20.43;12;0;12;0.9
2002/01/10 @ 01:00:00;1;10;1;24.5;21.91;101.13;80;20.84;0;0;0;1
2002/01/10 @ 02:00:00;1;10;2;25;23.06;101.09;85;22.31;0;0;0;1
2002/01/10 @ 03:00:00;1;10;3;24.8;23.13;101.04;87;22.49;0;0;0;1
2002/01/10 @ 04:00:00;1;10;4;23.8;22.68;100.99;91;22.25;0;0;0;1.1
2002/01/10 @ 05:00:00;1;10;5;23.9;22.78;100.94;91;22.35;0;0;0;1.2
2002/01/10 @ 06:00:00;1;10;6;24.3;23.17;100.91;91;22.74;0;0;0;0.9
2002/01/10 @ 07:00:00;1;10;7;25.4;23.71;100.87;87;23.08;187.09;372;89;0.8
2002/01/10 @ 08:00:00;1;10;8;26.6;24.03;100.84;81;23.07;381.4;491;143;0.5
2002/01/10 @ 09:00:00;1;10;9;28.5;24.76;100.81;74;23.42;694.56;799;155;1
2002/01/10 @ 10:00:00;1;10;10;29.7;24.9;100.78;68;23.17;1005.61;880;284;1.7
2002/01/10 @ 11:00:00;1;10;11;31.3;25.47;100.74;63;23.42;1181.62;925;340;2.4
2002/01/10 @ 12:00:00;1;10;12;33.2;25.24;100.66;53;22.34;1274.05;945;387;2.5
2002/01/10 @ 13:00:00;1;10;13;34.6;26;100.58;51;22.99;1173.87;944;320;2.4
2002/01/10 @ 14:00:00;1;10;14;33.2;24.63;100.5;50;21.38;938.74;921;193;2.1
2002/01/10 @ 15:00:00;1;10;15;31;24.85;100.5;61;22.6;644.57;629;229;1.2
2002/01/10 @ 16:00:00;1;10;16;29.6;24.8;100.49;68;23.07;328.45;125;270;0.8
2002/01/10 @ 17:00:00;1;10;17;27.6;24.23;100.49;76;22.99;142.79;32;135;0.3
2002/01/10 @ 18:00:00;1;10;18;26.5;23.35;100.56;77;22.15;30.03;8;30;0.7
2002/01/10 @ 19:00:00;1;10;19;26.2;23.22;100.62;78;22.07;0;0;0;1.3
2002/01/10 @ 20:00:00;1;10;20;26.5;23.5;100.69;78;22.36;0;0;0;2
2002/01/10 @ 21:00:00;1;10;21;26;23.03;100.74;78;21.87;0;0;0;2.1
2002/01/10 @ 22:00:00;1;10;22;26;23.32;100.79;80;22.29;0;0;0;2.1
2002/01/10 @ 23:00:00;1;10;23;25.4;22.89;100.84;81;21.91;0;0;0;2.2
2002/01/11 @ 00:00:00;1;11;0;25.1;22.88;100.83;83;22.02;0;0;0;1.9
2002/01/11 @ 01:00:00;1;11;1;25.1;23.15;100.82;85;22.41;0;0;0;1.6
2002/01/11 @ 02:00:00;1;11;2;25.4;23.3;100.81;84;22.51;0;0;0;1.3
2002/01/11 @ 03:00:00;1;11;3;25.4;23.3;100.8;84;22.51;0;0;0;1
2002/01/11 @ 04:00:00;1;11;4;25.3;23.34;100.8;85;22.6;0;0;0;0.8
2002/01/11 @ 05:00:00;1;11;5;25.6;23.77;100.79;86;23.09;0;0;0;0.5
2002/01/11 @ 06:00:00;1;11;6;25.8;23.82;100.84;85;23.09;0;0;0;0.5
2002/01/11 @ 07:00:00;1;11;7;26.3;24.02;100.88;83;23.18;28.05;4;27;0.9
2002/01/11 @ 08:00:00;1;11;8;27.2;24.45;100.93;80;23.45;89.91;6;87;1.1
2002/01/11 @ 09:00:00;1;11;9;28.1;24.55;100.87;75;23.25;224.2;24;208;0.9
2002/01/11 @ 10:00:00;1;11;10;28.8;24.72;100.8;72;23.25;424.8;90;351;0.9
2002/01/11 @ 11:00:00;1;11;11;29.7;25.06;100.73;69;23.41;798.03;535;311;0.9
2002/01/11 @ 12:00:00;1;11;12;30.2;25.18;100.65;67;23.39;997.89;863;187;0.8
2002/01/11 @ 13:00:00;1;11;13;30.9;24.4;100.56;59;21.96;1094.11;944;239;0.7
2002/01/11 @ 14:00:00;1;11;14;31.2;24.66;100.47;59;22.24;1030.01;922;282;0.7
2002/01/11 @ 15:00:00;1;11;15;32.6;25.31;100.44;56;22.69;808.96;874;230;0.6
2002/01/11 @ 16:00:00;1;11;16;31.9;25.08;100.4;58;22.61;429.01;424;230;0.6
2002/01/11 @ 17:00:00;1;11;17;30.8;24.49;100.37;60;22.14;206.07;143;171;0.5
2002/01/11 @ 18:00:00;1;11;18;29.1;23.86;100.48;65;21.86;56.47;88;56;1.1
2002/01/11 @ 19:00:00;1;11;19;27.6;23;100.59;68;21.17;0;0;0;1.9
2002/01/11 @ 20:00:00;1;11;20;26.1;22.4;100.7;73;20.89;0;0;0;2.7
2002/01/11 @ 21:00:00;1;11;21;25.3;22.24;100.74;77;20.99;0;0;0;2.4
2002/01/11 @ 22:00:00;1;11;22;25.4;22.33;100.79;77;21.09;1;0;1;2
2002/01/11 @ 23:00:00;1;11;23;25.6;22.52;100.83;77;21.28;0;0;0;1.8
2002/01/12 @ 00:00:00;1;12;0;25.6;22.8;100.78;79;21.7;0;0;0;1.7
2002/01/12 @ 01:00:00;1;12;1;25.2;23.11;100.74;84;22.31;0;0;0;1.6
2002/01/12 @ 02:00:00;1;12;2;24.7;23.43;100.7;90;22.95;0;0;0;1.6
2002/01/12 @ 03:00:00;1;12;3;24.1;23.48;100.67;95;23.25;0;0;0;1.3
2002/01/12 @ 04:00:00;1;12;4;23.7;23.09;100.65;95;22.86;0;0;0;0.9
2002/01/12 @ 05:00:00;1;12;5;24;23.13;100.62;93;22.8;1;0;1;0.7
2002/01/12 @ 06:00:00;1;12;6;24.8;24.04;100.64;94;23.77;0;0;0;1.1
2002/01/12 @ 07:00:00;1;12;7;25.8;24.63;100.66;91;24.22;118.8;187;70;1.4
2002/01/12 @ 08:00:00;1;12;8;27.2;25.44;100.67;87;24.84;273.41;189;182;1.8
2002/01/12 @ 09:00:00;1;12;9;28.7;25.41;100.64;77;24.27;451.35;263;274;1.8
