Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/05 @ 01:00:00;1;5;1;-12.2;-13.29;101.93;61;-17.55;0;0;0;5.7
2002/01/05 @ 02:00:00;1;5;2;-15;-15.93;101.93;59;-20.57;0;0;0;6.2
2002/01/05 @ 03:00:00;1;5;3;-16.7;-17.53;102.27;58;-22.36;0;0;0;5.7
2002/01/05 @ 04:00:00;1;5;4;-20;-20.79;102.61;48;-27.31;0;0;0;5.1
2002/01/05 @ 05:00:00;1;5;5;-21.1;-21.75;102.61;53;-27.38;0;0;0;5.1
2002/01/05 @ 06:00:00;1;5;6;-21.1;-21.75;102.61;53;-27.38;0;0;0;5.1
2002/01/05 @ 07:00:00;1;5;7;-20;-20.55;102.27;64;-24.5;0;0;0;4.6
2002/01/05 @ 08:00:00;1;5;8;-18.3;-18.86;102.27;68;-22.27;111;0;111;5.1
2002/01/05 @ 09:00:00;1;5;9;-18.3;-18.86;102.27;68;-22.27;214.55;321;138;4.6
2002/01/05 @ 10:00:00;1;5;10;-18.3;-19.1;102.27;54;-24.58;290.5;510;126;4.6
2002/01/05 @ 11:00:00;1;5;11;-17.8;-18.67;102.27;52;-24.49;363.08;604;142;4.6
2002/01/05 @ 12:00:00;1;5;12;-17.2;-17.94;102.27;61;-22.32;296.73;401;150;4.6
2002/01/05 @ 13:00:00;1;5;13;-16.1;-17.04;101.93;55;-22.33;240.23;190;179;5.1
2002/01/05 @ 14:00:00;1;5;14;-15;-15.7;101.93;69;-18.95;193.79;142;160;5.1
2002/01/05 @ 15:00:00;1;5;15;-15;-15.93;101.93;59;-20.57;138.76;141;122;5.1
2002/01/05 @ 16:00:00;1;5;16;-15.6;-16.4;101.93;63;-20.47;67;164;67;5.7
2002/01/05 @ 17:00:00;1;5;17;-16.1;-17.04;101.93;55;-22.33;0;0;0;5.7
2002/01/05 @ 18:00:00;1;5;18;-15;-15.93;101.93;59;-20.57;0;0;0;5.1
2002/01/05 @ 19:00:00;1;5;19;-13.9;-14.81;101.93;63;-18.84;0;0;0;4.6
2002/01/05 @ 20:00:00;1;5;20;-13.3;-14.36;101.93;59;-18.95;0;0;0;4.1
2002/01/05 @ 21:00:00;1;5;21;-13.3;-14.12;101.93;68;-17.46;0;0;0;4.1
2002/01/05 @ 22:00:00;1;5;22;-13.3;-14.12;101.93;68;-17.46;0;0;0;4.1
2002/01/05 @ 23:00:00;1;5;23;-12.8;-13.73;101.93;65;-17.46;0;0;0;3.6
2002/01/06 @ 00:00:00;1;6;0;-13.3;-14.12;101.93;68;-17.46;0;0;0;3.1
2002/01/06 @ 01:00:00;1;6;1;-12.8;-13.73;101.93;65;-17.46;0;0;0;2.6
2002/01/06 @ 02:00:00;1;6;2;-13.3;-14.36;101.93;59;-18.95;0;0;0;1.5
2002/01/06 @ 03:00:00;1;6;3;-13.9;-14.81;101.93;63;-18.84;0;0;0;2.6
2002/01/06 @ 04:00:00;1;6;4;-14.4;-15.45;101.93;56;-20.54;0;0;0;3.6
2002/01/06 @ 05:00:00;1;6;5;-15.6;-16.4;101.93;63;-20.47;0;0;0;4.1
2002/01/06 @ 06:00:00;1;6;6;-17.2;-17.95;101.93;61;-22.32;0;0;0;5.7
2002/01/06 @ 07:00:00;1;6;7;-18.3;-19.1;102.27;54;-24.58;0;0;0;6.7
2002/01/06 @ 08:00:00;1;6;8;-20.6;-21.32;102.27;50;-27.48;0;0;0;7.7
2002/01/06 @ 09:00:00;1;6;9;-20.6;-21.08;101.93;67;-24.62;8;0;8;8.2
2002/01/06 @ 10:00:00;1;6;10;-19.4;-20.04;101.93;60;-24.57;31.32;1;31;8.2
2002/01/06 @ 11:00:00;1;6;11;-19.4;-20.04;101.93;60;-24.57;58.1;3;57;8.7
2002/01/06 @ 12:00:00;1;6;12;-18.3;-18.88;101.59;67;-22.42;43.37;1;43;8.7
2002/01/06 @ 13:00:00;1;6;13;-18.9;-19.38;101.59;71;-22.41;24;0;24;8.7
2002/01/06 @ 14:00:00;1;6;14;-18.3;-18.88;101.25;67;-22.42;11;0;11;8.2
2002/01/06 @ 15:00:00;1;6;15;-18.3;-18.88;101.25;67;-22.42;0;0;0;8.7
2002/01/06 @ 16:00:00;1;6;16;-18.3;-18.88;101.25;67;-22.42;0;0;0;8.7
2002/01/06 @ 17:00:00;1;6;17;-17.8;-18.24;101.25;76;-20.65;0;0;0;9.8
2002/01/06 @ 18:00:00;1;6;18;-17.2;-17.72;101.25;73;-20.49;0;0;0;9.3
2002/01/06 @ 19:00:00;1;6;19;-17.2;-17.74;100.92;72;-20.63;0;0;0;8.2
2002/01/06 @ 20:00:00;1;6;20;-16.7;-17.1;100.92;80;-19.05;0;0;0;8.2
2002/01/06 @ 21:00:00;1;6;21;-17.2;-17.72;101.25;73;-20.49;0;0;0;8.2
2002/01/06 @ 22:00:00;1;6;22;-18.3;-18.63;101.25;81;-20.48;0;0;0;7.2
2002/01/06 @ 23:00:00;1;6;23;-18.3;-18.88;101.25;67;-22.42;0;0;0;6.7
2002/01/07 @ 00:00:00;1;7;0;-18.9;-19.38;101.59;71;-22.41;0;0;0;6.2
2002/01/07 @ 01:00:00;1;7;1;-19.4;-20.04;101.59;60;-24.57;0;0;0;5.1
2002/01/07 @ 02:00:00;1;7;2;-20.6;-21.33;101.93;50;-27.48;0;0;0;5.1
2002/01/07 @ 03:00:00;1;7;3;-20.6;-21.08;101.93;67;-24.62;0;0;0;4.1
2002/01/07 @ 04:00:00;1;7;4;-20;-20.56;101.93;63;-24.66;0;0;0;4.1
2002/01/07 @ 05:00:00;1;7;5;-20;-20.32;101.59;79;-22.39;0;0;0;2.6
2002/01/07 @ 06:00:00;1;7;6;-20.6;-21.08;101.59;67;-24.62;0;0;0;2.6
2002/01/07 @ 07:00:00;1;7;7;-20.6;-21.08;101.59;67;-24.62;0;0;0;2.1
2002/01/07 @ 08:00:00;1;7;8;-20;-20.32;101.59;79;-22.39;141;0;141;1
2002/01/07 @ 09:00:00;1;7;9;-21.1;-21.75;101.93;53;-27.38;236.98;324;159;1.5
2002/01/07 @ 10:00:00;1;7;10;-20;-20.56;101.93;63;-24.66;314.64;512;148;1.5
2002/01/07 @ 11:00:00;1;7;11;-18.9;-19.62;101.93;57;-24.61;385.38;607;161;1
2002/01/07 @ 12:00:00;1;7;12;-18.3;-19.11;101.93;54;-24.58;316.66;488;136;1
2002/01/07 @ 13:00:00;1;7;13;-18.3;-19.11;101.93;54;-24.58;250.3;218;179;1.5
2002/01/07 @ 14:00:00;1;7;14;-17.8;-18.7;101.93;51;-24.68;197.27;145;162;2.1
2002/01/07 @ 15:00:00;1;7;15;-17.2;-17.95;101.59;61;-22.32;140.41;140;123;2.1
2002/01/07 @ 16:00:00;1;7;16;-16.1;-16.81;101.59;66;-20.47;69;152;69;2.1
2002/01/07 @ 17:00:00;1;7;17;-16.1;-16.58;101.59;77;-18.86;0;0;0;2.1
2002/01/07 @ 18:00:00;1;7;18;-14.4;-14.78;101.59;84;-16.28;0;0;0;2.1
2002/01/07 @ 19:00:00;1;7;19;-13.9;-14.62;101.25;71;-17.58;0;0;0;2.6
2002/01/07 @ 20:00:00;1;7;20;-13.3;-13.92;101.25;76;-16.27;0;0;0;2.6
2002/01/07 @ 21:00:00;1;7;21;-13.3;-13.92;101.25;76;-16.27;0;0;0;2.1
2002/01/07 @ 22:00:00;1;7;22;-13.9;-14.62;101.25;71;-17.58;0;0;0;2.1
2002/01/07 @ 23:00:00;1;7;23;-13.9;-14.62;101.25;71;-17.58;0;0;0;2.1
2002/01/08 @ 00:00:00;1;8;0;-12.8;-13.77;101.25;64;-17.62;0;0;0;1.5
2002/01/08 @ 01:00:00;1;8;1;-12.2;-13.29;101.25;61;-17.55;0;0;0;1.5
2002/01/08 @ 02:00:00;1;8;2;-11.1;-12.25;101.25;62;-16.33;0;0;0;1.5
2002/01/08 @ 03:00:00;1;8;3;-10.6;-11.7;100.92;65;-15.34;0;0;0;1.5
2002/01/08 @ 04:00:00;1;8;4;-8.9;-10.02;100.92;68;-13.21;0;0;0;2.1
2002/01/08 @ 05:00:00;1;8;5;-7.2;-8.45;100.92;68;-11.56;0;0;0;2.1
2002/01/08 @ 06:00:00;1;8;6;-6.1;-7.31;100.92;71;-10.01;0;0;0;2.1
2002/01/08 @ 07:00:00;1;8;7;-5.6;-6.81;100.58;72;-9.37;0;0;0;1.5
2002/01/08 @ 08:00:00;1;8;8;-1.1;-2.65;100.58;72;-4.99;24;0;24;1
2002/01/08 @ 09:00:00;1;8;9;0.6;-0.94;100.58;73;-3.25;113.88;326;35;1
2002/01/08 @ 10:00:00;1;8;10;1.7;-0.15;100.58;70;-2.81;145.33;108;110;1
2002/01/08 @ 11:00:00;1;8;11;-1.1;-2.82;100.58;69;-5.49;177.1;81;147;1
2002/01/08 @ 12:00:00;1;8;12;-1.7;-2.82;100.58;79;-4.49;143.31;25;134;1.5
2002/01/08 @ 13:00:00;1;8;13;-2.2;-2.98;100.24;85;-4.12;101.97;9;99;1
2002/01/08 @ 14:00:00;1;8;14;-3.9;-4.32;100.24;91;-5;48.49;2;48;1
2002/01/08 @ 15:00:00;1;8;15;-1.7;-2.07;100.24;93;-2.56;8;0;8;1
2002/01/08 @ 16:00:00;1;8;16;-1.1;-1.7;100.24;89;-2.49;0;0;0;1.5
2002/01/08 @ 17:00:00;1;8;17;-0.6;-0.99;100.24;93;-1.47;0;0;0;1.5
2002/01/08 @ 18:00:00;1;8;18;-1.7;-2.39;100.24;87;-3.35;0;0;0;1.5
