Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/07 @ 12:00:00;1;7;12;-5.5;-6.94;100.27;67;-10.09;235.38;322;134;8.1
2002/01/07 @ 13:00:00;1;7;13;-5.6;-7.16;100.24;64;-10.7;229.42;308;141;8.3
2002/01/07 @ 14:00:00;1;7;14;-5.3;-7.07;100.23;60;-11.13;214.65;489;107;9.1
2002/01/07 @ 15:00:00;1;7;15;-6.6;-8.15;100.22;62;-12.01;157.13;473;101;8.9
2002/01/07 @ 16:00:00;1;7;16;-8.2;-9.57;100.38;63;-13.37;106;303;106;9.2
2002/01/07 @ 17:00:00;1;7;17;-10.3;-11.46;100.49;64;-15.22;0;0;0;9.6
2002/01/07 @ 18:00:00;1;7;18;-10.6;-11.8;100.44;62;-15.85;0;0;0;9.6
2002/01/07 @ 19:00:00;1;7;19;-10.7;-12.02;100.45;58;-16.66;0;0;0;9.6
2002/01/07 @ 20:00:00;1;7;20;-11.8;-13.2;100.53;52;-18.85;0;0;0;8.6
2002/01/07 @ 21:00:00;1;7;21;-13.4;-14.67;100.58;51;-20.56;0;0;0;8.9
2002/01/07 @ 22:00:00;1;7;22;-13.9;-15.17;100.61;49;-21.44;0;0;0;8.9
2002/01/07 @ 23:00:00;1;7;23;-14.9;-16.11;100.57;48;-22.58;0;0;0;9.3
2002/01/08 @ 00:00:00;1;8;0;-16.2;-17.31;100.73;47;-24;0;0;0;8.3
2002/01/08 @ 01:00:00;1;8;1;-17.9;-18.89;100.87;46;-25.79;0;0;0;7.8
2002/01/08 @ 02:00:00;1;8;2;-19.5;-20.38;101.03;45;-27.47;0;0;0;6.9
2002/01/08 @ 03:00:00;1;8;3;-19.3;-20.13;101.22;49;-26.47;0;0;0;6.1
2002/01/08 @ 04:00:00;1;8;4;-18.8;-19.56;101.25;55;-24.87;0;0;0;5.4
2002/01/08 @ 05:00:00;1;8;5;-19.6;-20.25;101.22;59;-24.93;0;0;0;4.7
2002/01/08 @ 06:00:00;1;8;6;-20.3;-20.9;101.35;60;-25.42;73;0;73;4.7
2002/01/08 @ 07:00:00;1;8;7;-20.2;-20.8;101.51;60;-25.33;112;0;112;4.2
2002/01/08 @ 08:00:00;1;8;8;-20.5;-21.07;101.63;61;-25.45;139;0;139;4.2
2002/01/08 @ 09:00:00;1;8;9;-21.3;-21.86;101.73;59;-26.53;245.53;141;223;4.2
2002/01/08 @ 10:00:00;1;8;10;-21.2;-21.79;101.79;57;-26.77;340.73;387;244;3.6
2002/01/08 @ 11:00:00;1;8;11;-21.7;-22.27;101.87;57;-27.24;425.66;516;269;3.6
2002/01/08 @ 12:00:00;1;8;12;-21.8;-22.39;101.91;55;-27.68;373.67;576;191;3.1
2002/01/08 @ 13:00:00;1;8;13;-22;-22.58;101.92;55;-27.86;312.86;590;142;3.1
2002/01/08 @ 14:00:00;1;8;14;-22.3;-22.89;101.98;53;-28.5;253.59;559;129;2.5
2002/01/08 @ 15:00:00;1;8;15;-22.1;-22.69;102.02;54;-28.13;181.85;476;124;2.5
2002/01/08 @ 16:00:00;1;8;16;-22;-22.59;102.09;54;-28.04;129;308;129;3.1
2002/01/08 @ 17:00:00;1;8;17;-21.3;-21.94;102.11;53;-27.57;0;0;0;3.1
2002/01/08 @ 18:00:00;1;8;18;-21.4;-22.01;102.28;55;-27.3;0;0;0;3.6
2002/01/08 @ 19:00:00;1;8;19;-22.7;-23.21;102.38;58;-28.01;0;0;0;3.6
2002/01/08 @ 20:00:00;1;8;20;-23.4;-23.86;102.61;59;-28.5;0;0;0;4.7
2002/01/08 @ 21:00:00;1;8;21;-23.3;-23.79;102.65;57;-28.74;0;0;0;4.6
2002/01/08 @ 22:00:00;1;8;22;-22.8;-23.34;102.78;55;-28.61;0;0;0;4.7
2002/01/08 @ 23:00:00;1;8;23;-22.8;-23.35;102.8;54;-28.78;0;0;0;4.7
2002/01/09 @ 00:00:00;1;9;0;-22.4;-22.97;102.83;54;-28.41;0;0;0;4.7
2002/01/09 @ 01:00:00;1;9;1;-21.6;-22.22;102.84;53;-27.85;0;0;0;4.7
2002/01/09 @ 02:00:00;1;9;2;-21.3;-21.92;102.87;54;-27.39;0;0;0;5.4
2002/01/09 @ 03:00:00;1;9;3;-20.5;-21.21;102.88;51;-27.19;0;0;0;5.4
2002/01/09 @ 04:00:00;1;9;4;-20;-20.76;102.93;50;-26.92;0;0;0;5
2002/01/09 @ 05:00:00;1;9;5;-19.8;-20.58;102.89;49;-26.93;0;0;0;4.7
2002/01/09 @ 06:00:00;1;9;6;-19.7;-20.51;102.9;48;-27.04;0;0;0;4.7
