Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/06 @ 07:00:00;1;6;7;1.3;-0.77;103.03;65;-4.02;0;0;0;2.9
2002/01/06 @ 08:00:00;1;6;8;0.7;-1.34;102.88;64;-4.71;2;0;2;2.7
2002/01/06 @ 09:00:00;1;6;9;0.3;-1.74;102.98;63;-5.24;77.14;237;58;3
2002/01/06 @ 10:00:00;1;6;10;1.6;-0.87;102.95;59;-4.91;162.21;428;84;3.7
2002/01/06 @ 11:00:00;1;6;11;2.9;0.02;102.98;56;-4.43;213.17;449;100;4
2002/01/06 @ 12:00:00;1;6;12;3.9;0.81;102.31;55;-3.81;240.52;456;111;3.9
2002/01/06 @ 13:00:00;1;6;13;5.1;1.69;102.32;53;-3.26;236.4;468;107;4.2
2002/01/06 @ 14:00:00;1;6;14;5.8;2.2;102.18;52;-2.91;196.07;470;88;4.1
2002/01/06 @ 15:00:00;1;6;15;4.7;1.34;101.87;53;-3.59;138.85;365;85;4.3
2002/01/06 @ 16:00:00;1;6;16;4.1;0.68;102.1;51;-4.54;34.36;125;30;4.4
2002/01/06 @ 17:00:00;1;6;17;3.8;0.57;102.03;53;-4.33;0;0;0;4.5
2002/01/06 @ 18:00:00;1;6;18;3.2;0.06;102.44;53;-4.83;0;0;0;4.9
2002/01/06 @ 19:00:00;1;6;19;2.6;-0.43;102.43;53;-5.33;0;0;0;4.6
2002/01/06 @ 20:00:00;1;6;20;2.1;-0.77;102.52;54;-5.52;0;0;0;4.3
2002/01/06 @ 21:00:00;1;6;21;1.7;-0.98;102.44;56;-5.43;0;0;0;3.8
2002/01/06 @ 22:00:00;1;6;22;1.3;-1.26;102.38;57;-5.56;0;0;0;3.1
2002/01/06 @ 23:00:00;1;6;23;1.2;-1.34;102.43;57;-5.65;0;0;0;3.3
2002/01/07 @ 00:00:00;1;7;0;1.1;-1.42;102.45;57;-5.73;0;0;0;3.5
2002/01/07 @ 01:00:00;1;7;1;1.1;-1.42;102.37;57;-5.73;0;0;0;3
2002/01/07 @ 02:00:00;1;7;2;1.1;-1.36;102.29;58;-5.53;0;0;0;2.8
2002/01/07 @ 03:00:00;1;7;3;1.1;-1.36;102.26;58;-5.53;0;0;0;2.8
2002/01/07 @ 04:00:00;1;7;4;0.8;-1.56;102.19;59;-5.58;0;0;0;2.6
2002/01/07 @ 05:00:00;1;7;5;0.7;-1.64;102.18;59;-5.66;0;0;0;2.6
2002/01/07 @ 06:00:00;1;7;6;0.3;-1.87;102.21;61;-5.61;0;0;0;2.7
2002/01/07 @ 07:00:00;1;7;7;0.4;-1.73;102.18;62;-5.34;0;0;0;2.7
2002/01/07 @ 08:00:00;1;7;8;0.3;-1.81;102.16;62;-5.42;1;0;1;2.9
2002/01/07 @ 09:00:00;1;7;9;0.3;-1.87;102.45;61;-5.61;72.55;239;53;3
2002/01/07 @ 10:00:00;1;7;10;0.7;-1.7;102.34;58;-5.86;120.48;171;89;3.3
2002/01/07 @ 11:00:00;1;7;11;1.2;-1.28;102.21;58;-5.44;144.12;99;119;2.8
2002/01/07 @ 12:00:00;1;7;12;1.8;-0.53;102.09;62;-4.16;100.43;19;95;2.1
