Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/04 @ 02:00:00;1;4;2;-0.9;-2.56;102.34;70;-5.13;0;0;0;1
2002/01/04 @ 03:00:00;1;4;3;-1.1;-2.41;102.28;76;-4.36;0;0;0;1.2
2002/01/04 @ 04:00:00;1;4;4;-1.8;-2.74;102.23;82;-4.15;0;0;0;1
2002/01/04 @ 05:00:00;1;4;5;-2.6;-3.15;102.26;89;-3.98;0;0;0;0.7
2002/01/04 @ 06:00:00;1;4;6;-1.6;-1.86;102.2;95;-2.21;0;0;0;1
2002/01/04 @ 07:00:00;1;4;7;-1.8;-2.06;102.14;95;-2.41;0;0;0;0.7
2002/01/04 @ 08:00:00;1;4;8;-1.9;-2.31;102.09;92;-2.89;5;0;5;0.9
2002/01/04 @ 09:00:00;1;4;9;-2.4;-2.96;102.03;89;-3.78;23.15;17;22;1.2
2002/01/04 @ 10:00:00;1;4;10;-2;-2.72;101.88;86;-3.79;32.86;6;32;1.8
2002/01/04 @ 11:00:00;1;4;11;-1.7;-2.49;101.68;85;-3.63;35.74;4;35;2.4
2002/01/04 @ 12:00:00;1;4;12;-1.4;-2.31;101.52;83;-3.62;33.59;3;33;2.6
2002/01/04 @ 13:00:00;1;4;13;-1;-2.04;101.43;81;-3.51;26.51;3;26;2.7
2002/01/04 @ 14:00:00;1;4;14;-0.7;-1.99;101.36;77;-3.82;16.22;2;16;3.5
2002/01/04 @ 15:00:00;1;4;15;0.2;-1.4;101.35;71;-3.92;0;0;0;4.4
2002/01/04 @ 16:00:00;1;4;16;1.5;-0.5;101.35;67;-3.5;0;0;0;5.5
2002/01/04 @ 17:00:00;1;4;17;-0.4;-1.65;101.57;78;-3.37;0;0;0;5.9
2002/01/04 @ 18:00:00;1;4;18;0.9;0.49;101.35;93;-0.09;0;0;0;5.1
2002/01/04 @ 19:00:00;1;4;19;1.4;1.22;101.35;97;0.96;0;0;0;4.7
2002/01/04 @ 20:00:00;1;4;20;1.7;1.7;101.31;100;1.69;0;0;0;4.1
2002/01/04 @ 21:00:00;1;4;21;1.3;1.12;101.35;97;0.86;0;0;0;3.5
2002/01/04 @ 22:00:00;1;4;22;1.3;1.12;101.35;97;0.86;0;0;0;3.1
2002/01/04 @ 23:00:00;1;4;23;1.4;1.28;101.35;98;1.1;0;0;0;2.6
2002/01/05 @ 00:00:00;1;5;0;2.1;2.1;101.35;100;2.09;0;0;0;2.2
2002/01/05 @ 01:00:00;1;5;1;2.5;2.44;101.36;99;2.36;0;0;0;2.2
2002/01/05 @ 02:00:00;1;5;2;2.9;2.52;101.36;94;2.03;0;0;0;2.6
2002/01/05 @ 03:00:00;1;5;3;3.9;3.5;101.35;94;3.03;0;0;0;2.7
2002/01/05 @ 04:00:00;1;5;4;4;3.6;101.35;94;3.13;0;0;0;2.8
2002/01/05 @ 05:00:00;1;5;5;4.2;3.73;101.35;93;3.17;0;0;0;2.8
2002/01/05 @ 06:00:00;1;5;6;3.9;3.43;101.35;93;2.87;0;0;0;2.6
2002/01/05 @ 07:00:00;1;5;7;3.6;3.27;101.35;95;2.88;0;0;0;2.9
2002/01/05 @ 08:00:00;1;5;8;3.6;3.34;101.36;96;3.03;4;0;4;3
2002/01/05 @ 09:00:00;1;5;9;3.6;3.34;101.35;96;3.03;10.14;2;10;3.2
2002/01/05 @ 10:00:00;1;5;10;4;3.8;101.35;97;3.58;24.43;3;24;3.2
2002/01/05 @ 11:00:00;1;5;11;4.6;4.4;101.33;97;4.18;36.75;4;36;3.4
2002/01/05 @ 12:00:00;1;5;12;5.4;5.12;101.16;96;4.83;43.18;6;42;3.4
2002/01/05 @ 13:00:00;1;5;13;5.7;5.49;101.04;97;5.28;34.86;5;34;3.4
2002/01/05 @ 14:00:00;1;5;14;6.5;6.35;100.89;98;6.23;17.34;3;17;4.1
2002/01/05 @ 15:00:00;1;5;15;6.9;6.6;100.84;96;6.33;0;0;0;4.7
2002/01/05 @ 16:00:00;1;5;16;7.1;6.8;100.85;96;6.53;0;0;0;5.2
2002/01/05 @ 17:00:00;1;5;17;7.1;6.8;100.87;96;6.53;0;0;0;5.3
2002/01/05 @ 18:00:00;1;5;18;6.9;6.45;100.94;94;6.02;0;0;0;6.2
2002/01/05 @ 19:00:00;1;5;19;6.9;6.45;100.93;94;6.02;0;0;0;5.6
2002/01/05 @ 20:00:00;1;5;20;6.6;6.15;101.04;94;5.72;0;0;0;5.6
2002/01/05 @ 21:00:00;1;5;21;6.5;6.06;101.07;94;5.63;0;0;0;5.5
2002/01/05 @ 22:00:00;1;5;22;6.2;5.76;101.11;94;5.33;0;0;0;4.4
2002/01/05 @ 23:00:00;1;5;23;6.1;5.66;101.16;94;5.23;0;0;0;4.8
2002/01/06 @ 00:00:00;1;6;0;5.7;5.2;101.09;93;4.67;0;0;0;4.9
2002/01/06 @ 01:00:00;1;6;1;6;5.57;101.16;94;5.13;0;0;0;4.3
2002/01/06 @ 02:00:00;1;6;2;5.6;5.24;101.25;95;4.88;0;0;0;3.5
2002/01/06 @ 03:00:00;1;6;3;5.4;5.05;101.35;95;4.68;0;0;0;3.4
2002/01/06 @ 04:00:00;1;6;4;5.5;5.15;101.34;95;4.78;0;0;0;3.3
2002/01/06 @ 05:00:00;1;6;5;5.7;5.2;101.34;93;4.67;0;0;0;3
2002/01/06 @ 06:00:00;1;6;6;5.5;4.93;101.27;92;4.32;0;0;0;3.3
2002/01/06 @ 07:00:00;1;6;7;5;4.44;101.22;92;3.82;0;0;0;3.5
2002/01/06 @ 08:00:00;1;6;8;5;4.37;101.19;91;3.66;4;0;4;3.6
2002/01/06 @ 09:00:00;1;6;9;4.7;4.15;101.3;92;3.52;18.63;9;18;3.1
2002/01/06 @ 10:00:00;1;6;10;4.5;3.88;101.34;91;3.16;25.44;3;25;3.7
2002/01/06 @ 11:00:00;1;6;11;4.3;3.83;101.35;93;3.27;33.57;3;33;3.9
2002/01/06 @ 12:00:00;1;6;12;4.2;3.66;101.35;92;3.02;45.2;6;44;4.2
2002/01/06 @ 13:00:00;1;6;13;4.3;3.76;101.34;92;3.12;41.22;7;40;4.7
2002/01/06 @ 14:00:00;1;6;14;4.3;3.69;101.35;91;2.97;26.8;7;26;4.8
2002/01/06 @ 15:00:00;1;6;15;4.3;3.48;101.35;88;2.49;0;0;0;4.7
2002/01/06 @ 16:00:00;1;6;16;4.3;3.41;101.35;87;2.33;0;0;0;4.8
2002/01/06 @ 17:00:00;1;6;17;4.4;3.44;101.35;86;2.26;0;0;0;5.2
2002/01/06 @ 18:00:00;1;6;18;4.4;3.37;101.35;85;2.1;0;0;0;5.3
2002/01/06 @ 19:00:00;1;6;19;4.3;3.28;101.34;85;2;0;0;0;5.2
2002/01/06 @ 20:00:00;1;6;20;4.4;3.58;101.08;88;2.59;0;0;0;4.8
2002/01/06 @ 21:00:00;1;6;21;4.8;4.18;100.91;91;3.46;0;0;0;4.8
2002/01/06 @ 22:00:00;1;6;22;5.5;5;100.92;93;4.47;0;0;0;4.3
2002/01/06 @ 23:00:00;1;6;23;5.7;5.27;100.75;94;4.83;0;0;0;4.6
2002/01/07 @ 00:00:00;1;7;0;6.1;5.74;100.75;95;5.38;0;0;0;4.4
2002/01/07 @ 01:00:00;1;7;1;6.4;6.03;100.69;95;5.68;0;0;0;4.6
2002/01/07 @ 02:00:00;1;7;2;6.8;6.35;100.71;94;5.92;0;0;0;4.4
2002/01/07 @ 03:00:00;1;7;3;6.8;6.43;100.72;95;6.08;0;0;0;4.2
2002/01/07 @ 04:00:00;1;7;4;6.8;6.35;100.76;94;5.92;0;0;0;3.7
2002/01/07 @ 05:00:00;1;7;5;6.7;6.25;100.78;94;5.82;0;0;0;3.5
2002/01/07 @ 06:00:00;1;7;6;7;6.55;100.75;94;6.12;0;0;0;3.7
2002/01/07 @ 07:00:00;1;7;7;7;6.55;100.75;94;6.12;0;0;0;3.9
2002/01/07 @ 08:00:00;1;7;8;6.9;6.37;100.76;93;5.87;4;0;4;4.2
2002/01/07 @ 09:00:00;1;7;9;7.3;6.61;100.7;91;5.95;15.36;5;15;4.4
2002/01/07 @ 10:00:00;1;7;10;7.3;6.46;100.64;89;5.63;30.74;5;30;4.7
2002/01/07 @ 11:00:00;1;7;11;7.3;6.38;100.66;88;5.47;37.77;4;37;5
2002/01/07 @ 12:00:00;1;7;12;7.2;6.2;100.66;87;5.2;35.6;3;35;5.3
2002/01/07 @ 13:00:00;1;7;13;7.3;6.3;100.6;87;5.3;27.53;3;27;5.2
2002/01/07 @ 14:00:00;1;7;14;7.5;6.57;100.6;88;5.66;16.23;2;16;4.9
2002/01/07 @ 15:00:00;1;7;15;7.3;6.38;100.65;88;5.47;0;0;0;4.9
2002/01/07 @ 16:00:00;1;7;16;7.4;6.55;100.62;89;5.73;0;0;0;4.6
2002/01/07 @ 17:00:00;1;7;17;7.4;6.55;100.64;89;5.73;0;0;0;4.6
2002/01/07 @ 18:00:00;1;7;18;7.3;6.46;100.61;89;5.63;0;0;0;4.9
2002/01/07 @ 19:00:00;1;7;19;6.9;5.91;100.6;87;4.9;0;0;0;5.3
2002/01/07 @ 20:00:00;1;7;20;7;5.78;100.67;84;4.5;0;0;0;5.7
2002/01/07 @ 21:00:00;1;7;21;5.9;4.58;100.95;82;3.07;0;0;0;6.1
2002/01/07 @ 22:00:00;1;7;22;5.9;4.8;100.81;85;3.58;0;0;0;5.6
2002/01/07 @ 23:00:00;1;7;23;6.1;4.85;100.91;83;3.44;0;0;0;6
2002/01/08 @ 00:00:00;1;8;0;6.4;5.21;100.75;84;3.91;0;0;0;5.8
2002/01/08 @ 01:00:00;1;8;1;6.2;5.09;100.58;85;3.88;0;0;0;5.1
2002/01/08 @ 02:00:00;1;8;2;6.1;4.99;100.53;85;3.78;0;0;0;4.9
2002/01/08 @ 03:00:00;1;8;3;5.7;4.54;100.47;84;3.22;0;0;0;5
2002/01/08 @ 04:00:00;1;8;4;6.1;5.07;100.45;86;3.95;0;0;0;4.6
2002/01/08 @ 05:00:00;1;8;5;6.1;5.07;100.41;86;3.95;0;0;0;4.4
2002/01/08 @ 06:00:00;1;8;6;6.1;5.07;100.23;86;3.95;0;0;0;4.8
2002/01/08 @ 07:00:00;1;8;7;6.1;5.14;100.15;87;4.11;0;0;0;4.8
2002/01/08 @ 08:00:00;1;8;8;6.1;5.37;100.01;90;4.6;4;0;4;5.1
2002/01/08 @ 09:00:00;1;8;9;5.7;5.19;99.81;93;4.67;8.07;1;8;5.1
2002/01/08 @ 10:00:00;1;8;10;4.9;4.62;99.72;96;4.33;8;0;8;3.7
2002/01/08 @ 11:00:00;1;8;11;6.3;5.93;99.5;95;5.58;17.19;1;17;5.3
2002/01/08 @ 12:00:00;1;8;12;7.3;6.68;99.51;92;6.11;31.61;3;31;5.8
2002/01/08 @ 13:00:00;1;8;13;7.5;6.72;99.56;90;5.99;33.71;4;33;5.6
2002/01/08 @ 14:00:00;1;8;14;7.5;6.64;99.5;89;5.83;24.6;5;24;5.7
2002/01/08 @ 15:00:00;1;8;15;7.8;6.77;99.47;87;5.79;0;0;0;5.5
2002/01/08 @ 16:00:00;1;8;16;7.7;6.68;99.39;87;5.7;0;0;0;5.8
2002/01/08 @ 17:00:00;1;8;17;7.5;6.49;99.31;87;5.5;0;0;0;6
2002/01/08 @ 18:00:00;1;8;18;7.4;6.39;99.3;87;5.4;0;0;0;6.1
2002/01/08 @ 19:00:00;1;8;19;7.4;6.39;99.28;87;5.4;0;0;0;6.2
2002/01/08 @ 20:00:00;1;8;20;7.1;6.26;99.33;89;5.43;0;0;0;6.3
2002/01/08 @ 21:00:00;1;8;21;6.4;5.58;99.35;89;4.74;0;0;0;6.7
2002/01/08 @ 22:00:00;1;8;22;5.8;5.14;99.29;91;4.46;0;0;0;6.1
2002/01/08 @ 23:00:00;1;8;23;6.8;6.04;99.55;90;5.29;0;0;0;7.6
2002/01/09 @ 00:00:00;1;9;0;6.6;5.62;100.11;87;4.61;0;0;0;9.3
2002/01/09 @ 01:00:00;1;9;1;6.3;5.03;100.33;83;3.64;0;0;0;9.4
2002/01/09 @ 02:00:00;1;9;2;5.9;4.73;100.39;84;3.41;0;0;0;8.2
2002/01/09 @ 03:00:00;1;9;3;5.2;4.13;100.46;85;2.89;0;0;0;7.5
2002/01/09 @ 04:00:00;1;9;4;5.2;4.21;100.59;86;3.06;0;0;0;6.6
2002/01/09 @ 05:00:00;1;9;5;4.9;3.63;100.78;82;2.08;0;0;0;6.6
2002/01/09 @ 06:00:00;1;9;6;4.4;3.23;100.76;83;1.76;0;0;0;5.5
2002/01/09 @ 07:00:00;1;9;7;5.5;4.71;100.71;89;3.84;0;0;0;4.5
2002/01/09 @ 08:00:00;1;9;8;5.8;5;100.68;89;4.14;4;0;4;4.7
2002/01/09 @ 09:00:00;1;9;9;5.9;5.03;100.69;88;4.08;14.3;4;14;5
2002/01/09 @ 10:00:00;1;9;10;5.6;4.74;100.8;88;3.78;17.15;1;17;5.9
2002/01/09 @ 11:00:00;1;9;11;5.6;4.37;101.14;83;2.95;25.39;2;25;7.3
2002/01/09 @ 12:00:00;1;9;12;4;2.16;101.35;73;-0.35;44.03;5;43;7
2002/01/09 @ 13:00:00;1;9;13;3.9;1.79;101.35;69;-1.11;80.43;41;73;6.5
2002/01/09 @ 14:00:00;1;9;14;3.5;1.56;101.35;71;-1.11;83.32;206;58;6.6
2002/01/09 @ 15:00:00;1;9;15;1.8;0.19;101.35;74;-2.06;0;0;0;5.5
2002/01/09 @ 16:00:00;1;9;16;1.4;0.19;101.34;80;-1.47;0;0;0;5
2002/01/09 @ 17:00:00;1;9;17;1.9;1.04;101.35;86;-0.16;0;0;0;4.5
2002/01/09 @ 18:00:00;1;9;18;2.2;1.39;101.35;87;0.24;0;0;0;4.3
