Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/03 @ 11:00:00;1;3;11;20.9;20.67;92.1;98;20.58;0;0;0;5.2
2002/01/03 @ 12:00:00;1;3;12;20.9;20.78;92.1;99;20.75;0;0;0;4.5
2002/01/03 @ 13:00:00;1;3;13;20.6;20.6;92.1;100;20.61;0;0;0;3.8
2002/01/03 @ 14:00:00;1;3;14;20.7;20.47;92.1;98;20.39;0;0;0;3.4
2002/01/03 @ 15:00:00;1;3;15;20.4;20.17;92.1;98;20.09;0;0;0;3.1
2002/01/03 @ 16:00:00;1;3;16;20.4;20.17;92.1;98;20.09;0;0;0;1.9
2002/01/03 @ 17:00:00;1;3;17;20.6;20.25;92.1;97;20.12;0;0;0;0.8
2002/01/03 @ 18:00:00;1;3;18;20.4;20.17;92.1;98;20.09;0;0;0;1.5
2002/01/03 @ 19:00:00;1;3;19;20.7;20.35;92.2;97;20.22;0;0;0;2.5
2002/01/03 @ 20:00:00;1;3;20;20.8;20.45;92.3;97;20.32;0;0;0;2.6
2002/01/03 @ 21:00:00;1;3;21;20.9;20.55;92.3;97;20.42;0;0;0;3
2002/01/03 @ 22:00:00;1;3;22;20.9;20.67;92.4;98;20.58;77;0;77;3.6
2002/01/03 @ 23:00:00;1;3;23;21.8;21.32;92.4;96;21.14;119.32;45;108;4.2
2002/01/04 @ 00:00:00;1;4;0;23;22.25;92.4;94;21.99;238.51;61;212;4.8
2002/01/04 @ 01:00:00;1;4;1;24.3;22.48;92.4;86;21.82;342.05;71;301;5.5
2002/01/04 @ 02:00:00;1;4;2;26;23.11;92.4;79;22.08;437.2;88;378;5.8
2002/01/04 @ 03:00:00;1;4;3;27.1;23.07;92.3;72;21.63;478.52;78;423;6
2002/01/04 @ 04:00:00;1;4;4;27.9;23.32;92.3;69;21.7;523.42;93;459;6.7
2002/01/04 @ 05:00:00;1;4;5;27.5;23.12;92.2;70;21.55;526.44;98;466;7.2
2002/01/04 @ 06:00:00;1;4;6;26.5;22.83;92.3;74;21.5;468.19;74;432;8.7
2002/01/04 @ 07:00:00;1;4;7;25.3;23.02;92.3;83;22.21;428.66;90;400;10.6
2002/01/04 @ 08:00:00;1;4;8;24;22.98;92.3;92;22.63;333.57;65;326;12.1
2002/01/04 @ 09:00:00;1;4;9;23.2;22.45;92.3;94;22.19;233;39;233;10.8
2002/01/04 @ 10:00:00;1;4;10;22.5;22.01;92.4;96;21.84;104;6;104;9.2
2002/01/04 @ 11:00:00;1;4;11;22.3;21.81;92.4;96;21.64;0;0;0;7.9
2002/01/04 @ 12:00:00;1;4;12;21.8;21.44;92.4;97;21.31;0;0;0;6.1
2002/01/04 @ 13:00:00;1;4;13;21.6;21.24;92.5;97;21.11;0;0;0;4.6
2002/01/04 @ 14:00:00;1;4;14;21.2;20.84;92.5;97;20.72;0;0;0;3.2
2002/01/04 @ 15:00:00;1;4;15;21;20.76;92.5;98;20.68;0;0;0;3.2
2002/01/04 @ 16:00:00;1;4;16;20.9;20.67;92.5;98;20.58;0;0;0;3.3
2002/01/04 @ 17:00:00;1;4;17;20.9;20.67;92.5;98;20.58;0;0;0;3.2
2002/01/04 @ 18:00:00;1;4;18;20.8;20.45;92.5;97;20.32;0;0;0;2.9
2002/01/04 @ 19:00:00;1;4;19;20.7;20.35;92.5;97;20.22;0;0;0;2.6
2002/01/04 @ 20:00:00;1;4;20;20.2;19.97;92.6;98;19.89;0;0;0;2.4
2002/01/04 @ 21:00:00;1;4;21;20.1;20.1;92.6;100;20.11;0;0;0;2.2
2002/01/04 @ 22:00:00;1;4;22;20.7;20.47;92.5;98;20.39;46;0;46;2.1
2002/01/04 @ 23:00:00;1;4;23;22.3;21.44;92.5;93;21.12;114.77;31;107;1.7
2002/01/05 @ 00:00:00;1;5;0;25.4;22.83;92.6;81;21.91;235.17;58;210;2.4
2002/01/05 @ 01:00:00;1;5;1;27.5;23.6;92.6;73;22.23;371.32;113;306;3.2
2002/01/05 @ 02:00:00;1;5;2;28.1;23.83;92.6;71;22.35;462.08;116;384;3.9
2002/01/05 @ 03:00:00;1;5;3;27.8;24.03;92.6;74;22.74;479.3;79;423;4.3
2002/01/05 @ 04:00:00;1;5;4;25.8;23.5;92.6;83;22.7;411.29;35;387;5.3
2002/01/05 @ 05:00:00;1;5;5;24.3;22.88;92.6;89;22.38;363.22;23;349;6.3
2002/01/05 @ 06:00:00;1;5;6;23.9;23.01;92.5;93;22.7;335.82;20;326;6.8
2002/01/05 @ 07:00:00;1;5;7;24.2;23.31;92.5;93;23;301.09;19;295;7
2002/01/05 @ 08:00:00;1;5;8;24.7;23.53;92.6;91;23.14;255.14;18;253;7.2
2002/01/05 @ 09:00:00;1;5;9;24.8;23.36;92.6;89;22.87;211;22;211;5.7
2002/01/05 @ 10:00:00;1;5;10;24.6;23.17;92.5;89;22.67;87;4;87;5
2002/01/05 @ 11:00:00;1;5;11;23.7;22.94;92.6;94;22.68;0;0;0;3.9
2002/01/05 @ 12:00:00;1;5;12;22.7;22.33;92.6;97;22.21;0;0;0;3.6
2002/01/05 @ 13:00:00;1;5;13;22.1;21.74;92.6;97;21.61;0;0;0;3.4
2002/01/05 @ 14:00:00;1;5;14;21.8;21.44;92.6;97;21.31;0;0;0;3.2
2002/01/05 @ 15:00:00;1;5;15;21.5;21.26;92.6;98;21.18;0;0;0;2.5
2002/01/05 @ 16:00:00;1;5;16;21.2;20.96;92.6;98;20.88;0;0;0;2.1
2002/01/05 @ 17:00:00;1;5;17;21.2;20.96;92.6;98;20.88;0;0;0;1.8
2002/01/05 @ 18:00:00;1;5;18;21.2;20.96;92.6;98;20.88;0;0;0;2.1
2002/01/05 @ 19:00:00;1;5;19;21.2;20.96;92.6;98;20.88;0;0;0;2.4
2002/01/05 @ 20:00:00;1;5;20;20.9;20.67;92.6;98;20.58;0;0;0;2.6
2002/01/05 @ 21:00:00;1;5;21;20.6;20.6;92.6;100;20.61;0;0;0;2.8
2002/01/05 @ 22:00:00;1;5;22;21.2;21.2;92.6;100;21.21;66;0;66;2.8
2002/01/05 @ 23:00:00;1;5;23;22.2;21.96;92.6;98;21.88;114.5;86;93;3.5
2002/01/06 @ 00:00:00;1;6;0;24.5;23.34;92.7;91;22.94;243.39;77;210;2.8
2002/01/06 @ 01:00:00;1;6;1;26.6;23.97;92.6;81;23.07;375.11;123;304;2.3
2002/01/06 @ 02:00:00;1;6;2;29.5;25.76;92.6;75;24.6;480.33;143;384;2.1
2002/01/06 @ 03:00:00;1;6;3;31.6;26.15;92.6;66;24.47;573.17;188;439;4
2002/01/06 @ 04:00:00;1;6;4;31.3;25.53;92.6;64;23.68;643.39;268;457;5.5
2002/01/06 @ 05:00:00;1;6;5;30.5;24.81;92.5;64;22.92;656.75;372;426;7.5
2002/01/06 @ 06:00:00;1;6;6;29.7;24.79;92.5;68;23.17;572.11;280;434;8.6
2002/01/06 @ 07:00:00;1;6;7;29.1;24.58;92.5;70;23.07;467.77;216;398;9.9
2002/01/06 @ 08:00:00;1;6;8;27.9;25.05;92.5;80;24.13;350.31;176;329;11.6
2002/01/06 @ 09:00:00;1;6;9;25.1;23.65;92.5;89;23.16;244;125;244;9.7
2002/01/06 @ 10:00:00;1;6;10;24.4;23.63;92.5;94;23.37;139;23;139;8.4
2002/01/06 @ 11:00:00;1;6;11;23.9;23.27;92.6;95;23.05;0;0;0;7.2
2002/01/06 @ 12:00:00;1;6;12;23.6;23.1;92.6;96;22.93;0;0;0;6.6
2002/01/06 @ 13:00:00;1;6;13;23.5;23;92.5;96;22.83;0;0;0;5.9
2002/01/06 @ 14:00:00;1;6;14;23.6;23.1;92.5;96;22.93;0;0;0;5.3
2002/01/06 @ 15:00:00;1;6;15;23.6;22.97;92.5;95;22.76;0;0;0;4.9
2002/01/06 @ 16:00:00;1;6;16;23.2;22.7;92.5;96;22.53;0;0;0;4.4
2002/01/06 @ 17:00:00;1;6;17;22.9;22.41;92.4;96;22.24;0;0;0;3.7
2002/01/06 @ 18:00:00;1;6;18;22.5;22.13;92.4;97;22.01;0;0;0;3.3
2002/01/06 @ 19:00:00;1;6;19;22.3;21.94;92.4;97;21.81;0;0;0;3
2002/01/06 @ 20:00:00;1;6;20;22.5;22.01;92.4;96;21.84;0;0;0;3
2002/01/06 @ 21:00:00;1;6;21;22.6;22.11;92.4;96;21.94;0;0;0;2
2002/01/06 @ 22:00:00;1;6;22;22.7;22.08;92.4;95;21.87;24;0;24;1.2
2002/01/06 @ 23:00:00;1;6;23;23.1;22.48;92.4;95;22.26;38.25;1;38;0.3
2002/01/07 @ 00:00:00;1;7;0;23.1;22.48;92.4;95;22.26;77.87;2;77;1
2002/01/07 @ 01:00:00;1;7;1;24.1;23.08;92.4;92;22.72;127.73;3;126;1.2
2002/01/07 @ 02:00:00;1;7;2;25.3;23.71;92.4;88;23.17;263.77;13;255;1.6
2002/01/07 @ 03:00:00;1;7;3;26.4;24.21;92.3;84;23.48;379.87;32;357;2.8
2002/01/07 @ 04:00:00;1;7;4;27.8;24.34;92.3;76;23.18;548.15;115;468;3.5
2002/01/07 @ 05:00:00;1;7;5;29.1;24.74;92.2;71;23.31;618.08;238;470;4.8
2002/01/07 @ 06:00:00;1;7;6;30;24.37;92.2;64;22.45;585.65;405;385;6.4
2002/01/07 @ 07:00:00;1;7;7;29.6;24.36;92.2;66;22.58;469.02;289;375;7.8
2002/01/07 @ 08:00:00;1;7;8;28.4;24.42;92.2;73;23.1;349.08;195;325;9.8
2002/01/07 @ 09:00:00;1;7;9;26.1;24.2;92.2;86;23.58;244;127;244;8.2
2002/01/07 @ 10:00:00;1;7;10;24.7;23.93;92.1;94;23.67;146;35;146;8.1
2002/01/07 @ 11:00:00;1;7;11;24.2;23.69;92.1;96;23.52;0;0;0;7.5
2002/01/07 @ 12:00:00;1;7;12;24;23.37;92.2;95;23.15;0;0;0;6.5
2002/01/07 @ 13:00:00;1;7;13;24;23.24;92.2;94;22.98;0;0;0;5.8
2002/01/07 @ 14:00:00;1;7;14;24.1;23.34;92.2;94;23.08;0;0;0;5
2002/01/07 @ 15:00:00;1;7;15;24;23.24;92.2;94;22.98;0;0;0;3.8
2002/01/07 @ 16:00:00;1;7;16;23.7;22.94;92.2;94;22.68;0;0;0;2.9
2002/01/07 @ 17:00:00;1;7;17;23.5;22.75;92.2;94;22.48;0;0;0;2.1
2002/01/07 @ 18:00:00;1;7;18;23.1;22.35;92.2;94;22.09;0;0;0;2.3
2002/01/07 @ 19:00:00;1;7;19;22.7;21.96;92.2;94;21.69;0;0;0;3
2002/01/07 @ 20:00:00;1;7;20;22.1;21.49;92.1;95;21.27;0;0;0;3.6
2002/01/07 @ 21:00:00;1;7;21;21.6;21.12;92.1;96;20.95;0;0;0;4.5
2002/01/07 @ 22:00:00;1;7;22;21.9;21.17;92.1;94;20.9;65;0;65;5.8
2002/01/07 @ 23:00:00;1;7;23;23.5;21.71;92.1;86;21.03;111.38;86;90;7.7
2002/01/08 @ 00:00:00;1;8;0;26.8;22.64;92.2;71;21.11;243.08;81;208;7.5
2002/01/08 @ 01:00:00;1;8;1;29.4;21.67;92.3;52;18.54;376.62;129;302;7.7
2002/01/08 @ 02:00:00;1;8;2;31.9;22.33;92.3;45;18.51;493.07;169;379;7.2
2002/01/08 @ 03:00:00;1;8;3;32.8;22.83;92.3;44;18.96;581.05;204;435;8.3
2002/01/08 @ 04:00:00;1;8;4;33.5;22.71;92.2;41;18.46;660.66;313;442;8.1
2002/01/08 @ 05:00:00;1;8;5;32.9;24.19;92.2;50;21.11;685.18;521;360;7.8
2002/01/08 @ 06:00:00;1;8;6;31.7;24.38;92.2;56;21.85;587.07;398;389;9
2002/01/08 @ 07:00:00;1;8;7;30;24.54;92.1;65;22.71;469.75;283;377;9.9
2002/01/08 @ 08:00:00;1;8;8;27.5;24.67;92.1;80;23.74;349.06;199;324;11.2
2002/01/08 @ 09:00:00;1;8;9;26.2;24.3;92.1;86;23.67;244;127;244;7.8
2002/01/08 @ 10:00:00;1;8;10;25.6;24.41;92.1;91;24.02;147;37;147;6.1
2002/01/08 @ 11:00:00;1;8;11;24.7;23.93;92.1;94;23.67;0;0;0;4.2
2002/01/08 @ 12:00:00;1;8;12;24.7;23.8;92.1;93;23.49;0;0;0;3.7
2002/01/08 @ 13:00:00;1;8;13;24.3;23.27;92.1;92;22.92;0;0;0;2.6
2002/01/08 @ 14:00:00;1;8;14;23.9;22.88;92.2;92;22.53;0;0;0;1.8
2002/01/08 @ 15:00:00;1;8;15;23.2;22.32;92.1;93;22.01;0;0;0;2.7
2002/01/08 @ 16:00:00;1;8;16;22.6;21.86;92.1;94;21.59;0;0;0;4.3
2002/01/08 @ 17:00:00;1;8;17;22.7;21.96;92.1;94;21.69;0;0;0;5.5
2002/01/08 @ 18:00:00;1;8;18;22.8;21.68;92.1;91;21.26;0;0;0;5.9
2002/01/08 @ 19:00:00;1;8;19;22.9;21.52;92.1;89;21;0;0;0;6.4
2002/01/08 @ 20:00:00;1;8;20;22.6;21.48;92.1;91;21.07;0;0;0;6.9
2002/01/08 @ 21:00:00;1;8;21;22.2;21.34;92.2;93;21.02;0;0;0;6.5
2002/01/08 @ 22:00:00;1;8;22;22.6;21.23;92.2;89;20.71;64;0;64;6.1
2002/01/08 @ 23:00:00;1;8;23;25;22.17;92.2;79;21.12;111.09;85;90;6.1
2002/01/09 @ 00:00:00;1;9;0;27.6;22.89;92.3;68;21.17;241.63;80;207;5.4
2002/01/09 @ 01:00:00;1;9;1;30.2;22.91;92.4;55;20.17;373.35;125;301;4.5
2002/01/09 @ 02:00:00;1;9;2;31.6;23.52;92.4;52;20.56;486.41;156;381;4.3
2002/01/09 @ 03:00:00;1;9;3;32.1;23.73;92.4;51;20.7;577.57;196;437;5.3
2002/01/09 @ 04:00:00;1;9;4;31.5;23.63;92.4;53;20.77;654.28;296;447;6.3
2002/01/09 @ 05:00:00;1;9;5;30.2;24.19;92.3;62;22.12;682.59;496;372;7.5
2002/01/09 @ 06:00:00;1;9;6;29.9;23.75;92.3;61;21.57;587.48;389;393;7.5
2002/01/09 @ 07:00:00;1;9;7;30.8;24.17;92.3;59;21.87;471.11;282;378;7.9
2002/01/09 @ 08:00:00;1;9;8;30.5;24.09;92.2;60;21.86;349.81;201;324;7.9
2002/01/09 @ 09:00:00;1;9;9;29;24.15;92.2;68;22.5;245;126;245;7.6
2002/01/09 @ 10:00:00;1;9;10;26.2;24.02;92.2;84;23.29;147;38;147;7.1
2002/01/09 @ 11:00:00;1;9;11;24.5;23.73;92.2;94;23.47;0;0;0;8
2002/01/09 @ 12:00:00;1;9;12;23.8;23.42;92.2;97;23.3;0;0;0;8.2
2002/01/09 @ 13:00:00;1;9;13;23.5;23.13;92.3;97;23;0;0;0;7.9
2002/01/09 @ 14:00:00;1;9;14;23.2;22.83;92.3;97;22.7;0;0;0;7.3
2002/01/09 @ 15:00:00;1;9;15;23.3;22.93;92.3;97;22.8;0;0;0;5.8
2002/01/09 @ 16:00:00;1;9;16;23;22.63;92.3;97;22.5;0;0;0;4.7
2002/01/09 @ 17:00:00;1;9;17;22.9;22.41;92.3;96;22.24;0;0;0;3.4
2002/01/09 @ 18:00:00;1;9;18;22.5;22.01;92.3;96;21.84;0;0;0;3.8
2002/01/09 @ 19:00:00;1;9;19;22.3;21.81;92.2;96;21.64;0;0;0;4.2
2002/01/09 @ 20:00:00;1;9;20;22.2;21.71;92.3;96;21.54;0;0;0;4.5
2002/01/09 @ 21:00:00;1;9;21;22.4;21.91;92.3;96;21.74;0;0;0;3.5
2002/01/09 @ 22:00:00;1;9;22;22.7;22.21;92.3;96;22.04;62;0;62;2.5
2002/01/09 @ 23:00:00;1;9;23;23.9;23.01;92.4;93;22.7;109.81;80;90;1.9
2002/01/10 @ 00:00:00;1;10;0;25.2;23.61;92.4;88;23.07;238.9;76;206;4
2002/01/10 @ 01:00:00;1;10;1;26.4;24.49;92.4;86;23.87;368.18;116;301;5.8
2002/01/10 @ 02:00:00;1;10;2;27.7;24.71;92.4;79;23.73;462.19;120;381;8.7
2002/01/10 @ 03:00:00;1;10;3;28.3;24.65;92.3;75;23.45;550.65;154;440;10.4
2002/01/10 @ 04:00:00;1;10;4;27.4;24.72;92.3;81;23.85;565.37;133;472;12.4
2002/01/10 @ 05:00:00;1;10;5;26.2;24.72;92.2;89;24.24;551.02;121;475;13.9
2002/01/10 @ 06:00:00;1;10;6;25.1;24.19;92.3;93;23.89;499.73;101;449;13.3
2002/01/10 @ 07:00:00;1;10;7;24.8;24.03;92.3;94;23.77;436.27;97;404;12.1
2002/01/10 @ 08:00:00;1;10;8;24.3;23.79;92.3;96;23.62;347;84;336;11.3
2002/01/10 @ 09:00:00;1;10;9;23.6;23.1;92.4;96;22.93;242;48;242;10.7
2002/01/10 @ 10:00:00;1;10;10;22.9;22.41;92.5;96;22.24;112;8;112;9.5
2002/01/10 @ 11:00:00;1;10;11;22.7;22.21;92.5;96;22.04;0;0;0;8.4
2002/01/10 @ 12:00:00;1;10;12;22.1;21.62;92.5;96;21.44;0;0;0;7.3
2002/01/10 @ 13:00:00;1;10;13;21.8;21.44;92.5;97;21.31;0;0;0;5.8
2002/01/10 @ 14:00:00;1;10;14;21.8;21.44;92.5;97;21.31;0;0;0;4.4
2002/01/10 @ 15:00:00;1;10;15;21.9;21.42;92.5;96;21.24;0;0;0;3.7
2002/01/10 @ 16:00:00;1;10;16;21.6;21.12;92.5;96;20.95;0;0;0;3
2002/01/10 @ 17:00:00;1;10;17;21.5;21.02;92.4;96;20.85;0;0;0;1.9
2002/01/10 @ 18:00:00;1;10;18;21.5;21.02;92.4;96;20.85;0;0;0;1.9
2002/01/10 @ 19:00:00;1;10;19;21.2;20.73;92.4;96;20.55;0;0;0;1.5
2002/01/10 @ 20:00:00;1;10;20;21.1;20.63;92.3;96;20.45;0;0;0;1.6
2002/01/10 @ 21:00:00;1;10;21;21.1;20.75;92.3;97;20.62;0;0;0;1.6
2002/01/10 @ 22:00:00;1;10;22;21.4;21.04;92.3;97;20.92;60;0;60;1.6
2002/01/10 @ 23:00:00;1;10;23;22.7;21.96;92.3;94;21.69;108.78;80;89;2
2002/01/11 @ 00:00:00;1;11;0;24.5;22.94;92.3;88;22.39;240.06;81;205;2.7
2002/01/11 @ 01:00:00;1;11;1;26;23.97;92.2;85;23.29;372.62;127;299;3.6
2002/01/11 @ 02:00:00;1;11;2;27.1;24.14;92.2;79;23.15;475.86;140;381;4.4
2002/01/11 @ 03:00:00;1;11;3;28.1;24.15;92.2;73;22.81;564.71;176;438;5.5
2002/01/11 @ 04:00:00;1;11;4;28.7;23.88;92.2;68;22.22;623.96;223;467;7.5
2002/01/11 @ 05:00:00;1;11;5;28;23.89;92.1;72;22.49;609.92;214;475;8.9
2002/01/11 @ 06:00:00;1;11;6;26.5;23.87;92.1;81;22.98;537.74;156;459;10.4
2002/01/11 @ 07:00:00;1;11;7;24.6;23.7;92.1;93;23.4;440.52;103;406;12.4
2002/01/11 @ 08:00:00;1;11;8;24.3;23.79;92.1;96;23.62;348.48;86;337;14.2
2002/01/11 @ 09:00:00;1;11;9;23.2;22.83;92.2;97;22.7;243;50;243;11.5
2002/01/11 @ 10:00:00;1;11;10;23;22.63;92.2;97;22.5;112;8;112;9.4
2002/01/11 @ 11:00:00;1;11;11;22.4;22.03;92.3;97;21.91;0;0;0;7.5
2002/01/11 @ 12:00:00;1;11;12;22.2;21.84;92.3;97;21.71;0;0;0;7
2002/01/11 @ 13:00:00;1;11;13;22.4;22.03;92.3;97;21.91;0;0;0;6.3
2002/01/11 @ 14:00:00;1;11;14;22.4;22.16;92.3;98;22.08;0;0;0;5.9
2002/01/11 @ 15:00:00;1;11;15;22.4;22.16;92.4;98;22.08;0;0;0;5.4
2002/01/11 @ 16:00:00;1;11;16;22.2;21.84;92.4;97;21.71;0;0;0;4.7
2002/01/11 @ 17:00:00;1;11;17;22.1;21.86;92.4;98;21.78;0;0;0;4.1
2002/01/11 @ 18:00:00;1;11;18;22.1;21.74;92.4;97;21.61;0;0;0;3.4
2002/01/11 @ 19:00:00;1;11;19;22;21.64;92.4;97;21.51;0;0;0;3.1
2002/01/11 @ 20:00:00;1;11;20;21.4;21.16;92.4;98;21.08;0;0;0;2.3
2002/01/11 @ 21:00:00;1;11;21;21.2;20.96;92.4;98;20.88;0;0;0;2.6
2002/01/11 @ 22:00:00;1;11;22;21.6;21.36;92.4;98;21.28;56;0;56;3
2002/01/11 @ 23:00:00;1;11;23;22.5;22.01;92.4;96;21.84;108.29;70;91;3
2002/01/12 @ 00:00:00;1;12;0;23.9;22.88;92.4;92;22.53;236.48;75;204;4.1
2002/01/12 @ 01:00:00;1;12;1;25.4;23.81;92.4;88;23.27;370.95;124;299;4.7
2002/01/12 @ 02:00:00;1;12;2;26.6;24.4;92.4;84;23.68;483.51;154;379;5.2
2002/01/12 @ 03:00:00;1;12;3;28.7;24.21;92.4;70;22.69;574.96;194;435;6.6
2002/01/12 @ 04:00:00;1;12;4;29.5;24.27;92.4;66;22.49;644.85;269;455;8.4
2002/01/12 @ 05:00:00;1;12;5;29.5;24.1;92.4;65;22.23;655.81;349;435;9.8
2002/01/12 @ 06:00:00;1;12;6;29.1;24.25;92.3;68;22.6;575.44;271;438;10.5
2002/01/12 @ 07:00:00;1;12;7;27;24.05;92.3;79;23.05;471.93;210;401;11.9
2002/01/12 @ 08:00:00;1;12;8;24.6;23.17;92.3;89;22.67;356.71;167;334;12.9
2002/01/12 @ 09:00:00;1;12;9;23.7;23.07;92.3;95;22.86;247;121;247;11.5
2002/01/12 @ 10:00:00;1;12;10;23;22.51;92.3;96;22.33;138;21;138;10
